CASENUM	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	EVENTNUM	VNUMBER1	AOI1	SOE	VNUMBER2	AOI2
201328826632	7.3222	4	1	1	77	11	3	1	12	35	9999	77
201328826632	7.3222	4	1	1	77	11	4	1	12	38	9999	77
201328826632	7.3222	4	1	1	77	11	5	1	0	1	9999	77
201328826646	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328826661	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328826661	21.9666	4	3	1	77	11	2	1	19	54	3	99
201328826664	7.3222	4	1	1	77	11	1	2	12	12	1	81
201328826664	7.3222	4	1	1	77	11	2	1	61	12	3	12
201328826674	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328826674	212.3438	4	6	1	77	11	2	2	12	12	3	6
201328826674	212.3438	4	6	1	77	11	3	3	12	12	4	6
201328826686	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328826686	21.9666	4	3	1	77	11	2	2	12	12	3	6
201328826686	21.9666	4	3	1	77	11	3	2	12	12	3	6
201328826696	7.3222	4	1	1	77	11	1	2	12	12	1	12
201328826708	87.8664	4	5	1	77	11	1	1	12	12	2	61
201328826709	21.9666	4	3	1	77	11	1	3	12	12	2	6
201328826709	21.9666	4	3	1	77	11	2	2	12	12	1	6
201328826741	58.5776	4	2	3	77	11	1	1	55	64	5555	55
201328826741	58.5776	4	2	3	77	11	2	1	12	42	9999	77
201328826761	3.6611	4	1	2	77	11	1	1	55	68	5555	55
201328826761	3.6611	4	1	2	77	11	2	1	12	12	2	12
201328826780	3.6611	4	1	2	77	11	1	2	12	12	1	6
201328826798	18.3055	4	3	2	77	11	1	1	12	12	2	83
201328826826	91.5275	4	5	6	77	11	1	1	12	12	2	9
201328826864	3.6611	4	1	2	77	11	1	1	55	71	9999	77
201328826864	3.6611	4	1	2	77	11	2	1	98	59	9999	77
201328826864	3.6611	4	1	2	77	11	3	1	98	39	9999	77
201328826950	87.8664	4	5	1	77	11	1	1	55	64	5555	55
201328826950	87.8664	4	5	1	77	11	2	1	98	33	9999	77
201328826950	87.8664	4	5	1	77	11	3	1	0	1	9999	77
201328826951	7.3222	4	1	1	77	11	1	2	12	12	1	82
201328826952	21.9666	4	3	1	77	11	1	2	12	12	1	82
201328826957	7.3222	4	1	1	77	11	1	2	12	12	1	9
201328826959	212.3438	4	6	1	77	11	1	1	55	64	5555	55
201328826959	212.3438	4	6	1	77	11	2	1	62	14	2	82
201328826959	212.3438	4	6	1	77	11	3	1	62	31	9999	77
201328826973	21.9666	4	3	1	77	11	1	1	0	1	9999	77
201328826974	7.3222	4	1	1	77	11	1	2	12	12	1	3
201328826984	7.3222	4	1	1	77	11	1	2	12	12	1	9
201328826990	7.3222	4	1	1	77	11	1	1	12	12	2	6
201328826993	351.4656	4	4	1	77	11	1	1	12	12	2	6
201328827004	18.3055	4	3	3	77	11	1	1	55	63	5555	55
201328827004	18.3055	4	3	3	77	11	2	1	0	5	9999	77
201328827040	3.6611	4	1	2	77	11	1	1	55	63	5555	55
201328827040	3.6611	4	1	2	77	11	2	1	98	38	9999	77
201328827068	18.3055	4	3	2	77	11	1	1	55	64	5555	55
201328827068	18.3055	4	3	2	77	11	2	1	98	59	9999	77
201328827069	351.4656	4	4	2	77	11	1	1	12	12	2	3
201328827127	3.6611	4	1	6	77	11	1	1	12	12	2	9
201328827137	208.6827	4	6	2	77	11	1	1	12	12	2	6
201328827146	3.6611	4	1	2	77	11	1	1	12	12	2	6
201328827146	3.6611	4	1	2	77	11	2	2	12	12	3	6
201328827172	21.9666	4	3	1	77	11	1	1	3	9	9999	77
201328827175	87.8664	4	5	1	77	11	1	1	12	12	2	6
201328827188	21.9666	4	3	1	77	11	1	2	12	12	1	6
201328827194	21.9666	4	3	1	77	11	1	1	12	12	2	3
201328827200	7.3222	4	1	1	77	11	1	1	12	12	2	81
201328827209	21.9666	4	3	1	77	11	1	1	55	63	5555	55
201328827209	21.9666	4	3	1	77	11	2	1	12	30	9999	77
201328827213	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328827222	21.9666	4	3	1	77	11	1	2	12	12	1	3
201328827226	7.3222	4	1	1	77	11	1	1	12	12	2	63
201328827226	7.3222	4	1	1	77	11	2	2	55	63	5555	55
201328827226	7.3222	4	1	1	77	11	3	2	12	30	9999	77
201328827227	87.8664	4	5	1	77	11	1	1	12	12	2	62
201328827235	21.9666	4	3	1	77	11	1	1	0	1	9999	77
201328827263	3.6611	4	1	6	77	11	1	1	55	63	5555	55
201328827263	3.6611	4	1	6	77	11	2	1	98	32	9999	77
201328827263	3.6611	4	1	6	77	11	3	1	55	69	5555	55
201328827263	3.6611	4	1	6	77	11	4	1	0	1	9999	77
201328827286	3.6611	4	1	5	77	11	1	1	12	12	2	81
201328827308	3.6611	4	1	2	77	11	1	1	12	12	2	62
201328827308	3.6611	4	1	2	77	11	2	1	55	64	5555	55
201328827308	3.6611	4	1	2	77	11	3	1	62	30	9999	77
201328827367	3.6611	4	1	3	77	11	1	1	55	63	5555	55
201328827367	3.6611	4	1	3	77	11	2	1	0	1	9999	77
201328827367	3.6611	4	1	3	77	11	3	1	98	38	9999	77
201328827373	18.3055	4	3	5	77	11	1	1	12	12	2	6
201328827421	7.3222	4	1	1	77	11	1	1	12	12	2	1
201328827421	7.3222	4	1	1	77	11	2	2	55	64	5555	55
201328827421	7.3222	4	1	1	77	11	3	2	98	30	9999	77
201328827431	7.3222	4	1	1	77	11	1	1	55	63	5555	55
201328827431	7.3222	4	1	1	77	11	2	1	12	30	9999	77
201328827447	21.9666	4	3	1	77	11	1	1	12	8	9999	77
201328827448	7.3222	4	1	1	77	11	1	1	55	63	5555	55
201328827448	7.3222	4	1	1	77	11	2	1	12	39	9999	77
201328827448	7.3222	4	1	1	77	11	3	1	0	1	9999	77
201328827451	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328827451	212.3438	4	6	1	77	11	2	1	83	12	3	63
201328827455	87.8664	4	5	1	77	11	1	2	12	12	1	61
201328827455	87.8664	4	5	1	77	11	2	3	12	12	2	6
201328827521	91.5275	4	5	2	77	11	1	1	12	12	2	11
201328827526	18.3055	4	3	2	77	11	1	1	12	12	2	82
201328827603	3.6611	4	1	2	77	11	1	2	11	12	1	12
201328827603	3.6611	4	1	2	77	11	2	2	1	12	4	11
201328827603	3.6611	4	1	2	77	11	3	1	98	12	3	12
201328827613	18.3055	4	3	2	77	11	1	2	0	1	9999	77
201328827613	18.3055	4	3	2	77	11	2	2	12	12	1	6
201328827614	3.6611	4	1	2	77	11	1	1	12	12	2	81
201328827614	3.6611	4	1	2	77	11	2	2	98	12	3	12
201328827646	208.6827	4	6	2	77	11	1	1	55	63	5555	55
201328827646	208.6827	4	6	2	77	11	2	1	14	33	9999	77
201328827646	208.6827	4	6	2	77	11	3	1	12	59	9999	77
201328827667	91.5275	4	5	5	77	11	1	1	62	12	2	12
201328827667	91.5275	4	5	5	77	11	2	1	12	12	3	9
201328827684	3.6611	4	1	5	77	11	1	1	12	12	2	6
201328827696	3.6611	4	1	3	77	11	1	1	12	12	2	6
201328827696	3.6611	4	1	3	77	11	2	2	0	1	9999	77
201328827703	18.3055	4	3	2	77	11	1	1	0	1	9999	77
201328827709	351.4656	4	4	2	77	11	1	1	12	12	2	6
201328827723	18.3055	4	3	2	77	11	1	1	12	11	9999	77
201328827723	18.3055	4	3	2	77	11	2	1	55	63	5555	55
201328827723	18.3055	4	3	2	77	11	3	1	98	42	9999	77
201328827748	3.6611	4	1	2	77	11	1	1	12	12	2	12
201328827748	3.6611	4	1	2	77	11	2	1	0	1	9999	77
201328827754	3.6611	4	1	2	77	11	1	1	12	12	2	6
201328827754	3.6611	4	1	2	77	11	2	2	12	12	3	6
201328827792	91.5275	4	5	2	77	11	1	1	55	63	5555	55
201328827792	91.5275	4	5	2	77	11	2	1	0	1	9999	77
201328827802	18.3055	4	3	2	77	11	1	1	62	9	9999	77
201328827872	21.9666	4	3	1	77	11	1	3	12	12	4	6
201328827872	21.9666	4	3	1	77	11	2	2	12	12	3	6
201328827872	21.9666	4	3	1	77	11	3	1	12	12	2	6
201328827887	87.8664	4	5	1	77	11	1	1	12	12	2	6
201328827890	351.4656	4	4	1	77	11	1	2	12	12	1	6
201328827890	351.4656	4	4	1	77	11	2	3	12	12	2	6
201328827894	21.9666	4	3	1	77	11	1	1	12	8	9999	77
201328827901	212.3438	4	6	1	77	11	1	2	12	12	1	12
201328827904	21.9666	4	3	1	77	11	1	1	98	8	9999	77
201328827904	21.9666	4	3	1	77	11	2	1	19	8	9999	77
201328827905	7.3222	4	1	1	77	11	1	1	12	12	2	11
201328827912	7.3222	4	1	1	77	11	1	2	12	12	1	1
201328827923	7.3222	4	1	1	77	11	1	2	12	12	1	1
201328827923	7.3222	4	1	1	77	11	2	2	12	12	3	11
201328827923	7.3222	4	1	1	77	11	3	3	12	12	4	9
201328827944	7.3222	4	1	1	77	11	1	1	1	12	2	12
201328827953	21.9666	4	3	1	77	11	1	2	12	12	1	83
201328827956	87.8664	4	5	1	77	11	1	2	12	12	1	11
201328827961	7.3222	4	1	1	77	11	1	1	55	64	5555	55
201328827961	7.3222	4	1	1	77	11	2	1	98	42	9999	77
201328827961	7.3222	4	1	1	77	11	3	1	98	59	9999	77
201328827961	7.3222	4	1	1	77	11	4	1	19	54	2	98
201328827961	7.3222	4	1	1	77	11	5	1	19	54	3	98
201328827972	212.3438	4	6	1	77	11	1	2	12	12	1	1
201328827991	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328827993	87.8664	4	5	1	77	11	1	1	55	68	5555	55
201328827993	87.8664	4	5	1	77	11	2	1	12	12	2	12
201328828001	58.5776	4	2	1	77	11	1	1	6	12	2	12
201328828005	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828016	7.3222	4	1	1	77	11	1	1	55	64	5555	55
201328828016	7.3222	4	1	1	77	11	2	1	55	65	5555	55
201328828016	7.3222	4	1	1	77	11	3	1	12	31	9999	77
201328828016	7.3222	4	1	1	77	11	4	1	12	30	9999	77
201328828036	21.9666	4	3	1	77	11	1	1	7	12	2	1
201328828041	212.3438	4	6	1	77	11	1	2	12	12	1	7
201328828052	21.9666	4	3	1	77	11	1	1	0	1	9999	77
201328828068	7.3222	4	1	1	77	11	1	2	12	12	1	6
201328828068	7.3222	4	1	1	77	11	2	2	0	1	9999	77
201328828069	87.8664	4	5	1	77	11	1	1	55	68	5555	55
201328828069	87.8664	4	5	1	77	11	2	1	12	12	2	62
201328828071	7.3222	4	1	1	77	11	1	1	55	64	5555	55
201328828071	7.3222	4	1	1	77	11	2	1	0	1	9999	77
201328828079	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828080	351.4656	4	4	1	77	11	1	2	12	12	1	6
201328828088	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328828105	7.3222	4	1	1	77	11	1	1	12	12	2	11
201328828118	208.6827	4	6	2	77	11	1	1	12	12	2	7
201328828127	18.3055	4	3	2	77	11	1	1	0	1	9999	77
201328828202	351.4656	4	4	2	77	11	1	1	12	12	2	6
201328828210	18.3055	4	3	2	77	11	1	1	12	9	9999	77
201328828236	3.6611	4	1	3	77	11	1	1	55	63	5555	55
201328828236	3.6611	4	1	3	77	11	2	1	12	42	9999	77
201328828236	3.6611	4	1	3	77	11	3	1	55	67	5555	55
201328828236	3.6611	4	1	3	77	11	4	1	98	42	9999	77
201328828236	3.6611	4	1	3	77	11	5	1	0	1	9999	77
201328828236	3.6611	4	1	3	77	11	6	1	98	38	9999	77
201328828266	18.3055	4	3	5	77	11	1	1	82	12	2	61
201328828286	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828294	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328828294	212.3438	4	6	1	77	11	2	2	12	12	3	6
201328828294	212.3438	4	6	1	77	11	3	3	12	12	4	6
201328828302	21.9666	4	3	1	77	11	1	1	55	68	5555	55
201328828302	21.9666	4	3	1	77	11	2	1	55	64	5555	55
201328828302	21.9666	4	3	1	77	11	3	1	12	14	2	12
201328828302	21.9666	4	3	1	77	11	4	1	18	14	3	1
201328828314	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328828329	21.9666	4	3	1	77	11	1	1	1	12	2	12
201328828339	7.3222	4	1	1	77	11	1	1	12	12	2	6
201328828366	3.6611	4	1	2	77	11	1	2	12	12	1	62
201328828412	208.6827	4	6	2	77	11	1	2	12	12	1	9
201328828449	18.3055	4	3	2	77	11	1	1	0	1	9999	77
201328828449	18.3055	4	3	2	77	11	2	1	99	12	2	6
201328828462	3.6611	4	1	2	77	11	1	2	55	65	5555	55
201328828462	3.6611	4	1	2	77	11	2	2	12	12	1	12
201328828469	18.3055	4	3	2	77	11	1	1	55	63	5555	55
201328828469	18.3055	4	3	2	77	11	2	1	0	1	9999	77
201328828510	91.5275	4	5	2	77	11	1	2	12	12	1	12
201328828542	3.6611	4	1	2	77	11	1	1	12	12	2	6
201328828549	3.6611	4	1	2	77	11	1	1	55	63	5555	55
201328828549	3.6611	4	1	2	77	11	2	1	81	17	9999	77
201328828549	3.6611	4	1	2	77	11	3	1	81	39	9999	77
201328828552	18.3055	4	3	2	77	11	1	2	12	12	1	6
201328828576	18.3055	4	3	2	77	11	1	1	12	9	9999	77
201328828577	351.4656	4	4	2	77	11	1	1	0	1	9999	77
201328828591	208.6827	4	6	2	77	11	1	1	55	68	5555	55
201328828591	208.6827	4	6	2	77	11	2	1	55	68	5555	55
201328828591	208.6827	4	6	2	77	11	3	1	55	63	5555	55
201328828591	208.6827	4	6	2	77	11	4	1	12	35	9999	77
201328828687	208.6827	4	6	5	77	11	1	1	55	64	5555	55
201328828687	208.6827	4	6	5	77	11	2	1	12	33	9999	77
201328828687	208.6827	4	6	5	77	11	3	1	12	59	9999	77
201328828693	351.4656	4	4	5	77	11	1	1	83	12	2	83
201328828705	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828707	212.3438	4	6	1	77	11	1	2	12	12	1	12
201328828712	87.8664	4	5	1	77	11	1	1	12	12	2	6
201328828723	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328828739	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328828742	7.3222	4	1	1	77	11	1	1	12	12	2	12
201328828742	7.3222	4	1	1	77	11	2	2	12	12	3	9
201328828742	7.3222	4	1	1	77	11	3	3	55	63	5555	55
201328828742	7.3222	4	1	1	77	11	4	3	3	30	9999	77
201328828746	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328828756	7.3222	4	1	1	77	11	1	2	12	12	1	12
201328828764	87.8664	4	5	1	77	11	1	1	98	12	2	98
201328828777	212.3438	4	6	1	77	11	1	1	12	12	2	12
201328828782	7.3222	4	1	1	77	11	1	1	98	12	2	98
201328828800	3.6611	4	1	2	77	11	1	1	55	63	5555	55
201328828800	3.6611	4	1	2	77	11	2	1	55	69	5555	55
201328828800	3.6611	4	1	2	77	11	3	1	55	68	5555	55
201328828800	3.6611	4	1	2	77	11	4	1	55	64	5555	55
201328828800	3.6611	4	1	2	77	11	5	1	0	1	9999	77
201328828805	18.3055	4	3	2	77	11	1	1	12	12	2	6
201328828832	3.6611	4	1	2	77	11	1	1	12	12	2	62
201328828849	3.6611	4	1	2	77	11	1	1	12	12	2	62
201328828854	18.3055	4	3	2	77	11	1	1	55	63	5555	55
201328828854	18.3055	4	3	2	77	11	2	1	3	24	9999	77
201328828858	208.6827	4	6	2	77	11	1	1	12	12	2	6
201328828858	208.6827	4	6	2	77	11	2	2	12	12	3	6
201328828924	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828926	7.3222	4	1	1	77	11	1	1	12	12	2	62
201328828938	21.9666	4	3	1	77	11	1	1	12	8	9999	77
201328828952	351.4656	4	4	1	77	11	1	1	82	12	2	9
201328828956	7.3222	4	1	1	77	11	1	2	12	12	1	61
201328828965	212.3438	4	6	1	77	11	1	2	12	12	1	82
201328828969	7.3222	4	1	1	77	11	1	1	12	12	2	82
201328828984	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328828988	87.8664	4	5	1	77	11	1	1	12	12	2	63
201328828988	87.8664	4	5	1	77	11	2	1	62	12	3	81
201328829003	91.5275	4	5	2	77	11	1	1	12	12	2	62
201328829008	3.6611	4	1	2	77	11	1	2	12	12	1	6
201328829013	351.4656	4	4	2	77	11	1	1	6	12	2	12
201328829061	18.3055	4	3	4	77	11	1	1	12	12	2	6
201328829149	208.6827	4	6	2	77	11	1	1	12	12	2	83
201328829150	18.3055	4	3	2	77	11	1	1	0	1	9999	77
201328829175	3.6611	4	1	2	77	11	1	1	55	68	5555	55
201328829175	3.6611	4	1	2	77	11	2	1	55	64	5555	55
201328829175	3.6611	4	1	2	77	11	3	1	0	1	9999	77
201328829209	21.9666	4	3	1	77	11	1	1	3	9	9999	77
201328829212	7.3222	4	1	1	77	11	1	2	12	12	1	3
201328829220	21.9666	4	3	1	77	11	1	1	12	12	2	4
201328829236	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328829236	212.3438	4	6	1	77	11	2	2	12	12	3	6
201328829275	21.9666	4	3	1	77	11	1	1	12	9	9999	77
201328829277	87.8664	4	5	1	77	11	1	1	55	63	5555	55
201328829277	87.8664	4	5	1	77	11	2	1	0	1	9999	77
201328829286	3.6611	4	1	3	77	11	1	1	55	68	5555	55
201328829286	3.6611	4	1	3	77	11	2	1	55	68	5555	55
201328829286	3.6611	4	1	3	77	11	3	1	55	63	5555	55
201328829286	3.6611	4	1	3	77	11	4	1	0	1	9999	77
201328829287	208.6827	4	6	3	77	11	1	1	12	12	2	6
201328829287	208.6827	4	6	3	77	11	2	2	12	12	3	6
201328829287	208.6827	4	6	3	77	11	3	3	12	12	4	6
201328829338	3.6611	4	1	5	77	11	1	1	12	12	2	11
201328829352	3.6611	4	1	5	77	11	1	2	12	12	1	3
201328829398	3.6611	4	1	2	77	11	1	1	55	63	5555	55
201328829398	3.6611	4	1	2	77	11	2	1	0	1	9999	77
201328829401	3.6611	4	1	2	77	11	1	3	12	12	1	5
201328829401	3.6611	4	1	2	77	11	2	3	12	12	2	12
201328829402	351.4656	4	4	2	77	11	1	3	12	12	2	6
201328829402	351.4656	4	4	2	77	11	2	2	12	12	1	6
201328829423	18.3055	4	3	2	77	11	1	1	10	9	9999	77
201328829423	18.3055	4	3	2	77	11	2	1	11	9	9999	77
201328829480	3.6611	4	1	2	77	11	1	1	12	12	2	12
201328829490	208.6827	4	6	2	77	11	1	1	12	12	2	9
201328829528	18.3055	4	3	5	77	11	1	1	12	12	2	6
201328829541	3.6611	4	1	3	77	11	1	1	12	12	2	12
201328829541	3.6611	4	1	3	77	11	2	1	99	12	3	99
201328829541	3.6611	4	1	3	77	11	3	1	0	2	9999	77
201328829541	3.6611	4	1	3	77	11	4	2	0	2	9999	77
201328829542	3.6611	4	1	3	77	11	1	1	12	12	2	6
201328829565	7.3222	4	1	1	77	11	1	2	12	12	1	63
201328829568	212.3438	4	6	1	77	11	1	1	12	12	2	6
201328829580	21.9666	4	3	1	77	11	1	1	12	12	2	6
201328829589	7.3222	4	1	1	77	11	1	1	55	71	9999	77
201328829589	7.3222	4	1	1	77	11	2	1	12	38	9999	77
201328829589	7.3222	4	1	1	77	11	3	1	12	43	9999	77
201328829598	7.3222	4	1	1	77	11	1	2	12	12	1	62
201328829620	351.4656	4	4	1	77	11	1	1	82	12	2	63
201328829732	91.5275	4	5	2	77	11	1	2	55	68	5555	55
201328829732	91.5275	4	5	2	77	11	2	2	12	12	1	11
201328829732	91.5275	4	5	2	77	11	3	2	55	64	5555	55
201328829732	91.5275	4	5	2	77	11	4	2	1	30	9999	77
201328829767	3.6611	4	1	2	77	11	1	1	55	63	5555	55
201328829767	3.6611	4	1	2	77	11	2	1	12	53	9999	77
201328829767	3.6611	4	1	2	77	11	3	1	98	34	9999	77
201328829840	3.6611	4	1	2	77	11	1	1	12	12	2	6
201328829850	3.6611	4	1	2	77	11	1	1	12	12	2	3
201328829862	3.6611	4	1	2	77	11	1	1	55	64	5555	55
201328829862	3.6611	4	1	2	77	11	2	1	55	65	5555	55
201328829862	3.6611	4	1	2	77	11	3	1	12	12	2	12
201328921547	19.6878	4	3	1	80	11	1	1	55	63	5555	55
201328921547	19.6878	4	3	1	80	11	2	1	0	1	9999	77
201328921558	59.0634	4	2	1	80	11	1	1	81	12	2	9
201328921558	59.0634	4	2	1	80	11	2	1	55	64	5555	55
201328921558	59.0634	4	2	1	80	11	3	1	98	39	9999	77
201328921564	210.0032	4	6	1	80	11	1	1	55	63	5555	55
201328921564	210.0032	4	6	1	80	11	2	1	98	25	9999	77
201328921564	210.0032	4	6	1	80	11	3	1	55	69	5555	55
201328921564	210.0032	4	6	1	80	11	4	1	55	64	5555	55
201328921564	210.0032	4	6	1	80	11	5	1	98	25	9999	77
201328921608	19.6878	4	3	3	80	11	1	1	55	63	5555	55
201328921608	19.6878	4	3	3	80	11	2	1	12	14	2	6
201328921656	6.5626	4	1	1	80	11	1	1	55	64	5555	55
201328921656	6.5626	4	1	1	80	11	2	1	12	25	9999	77
201328921656	6.5626	4	1	1	80	11	3	1	61	25	9999	77
201328921656	6.5626	4	1	1	80	11	4	1	55	69	5555	55
201328921656	6.5626	4	1	1	80	11	5	1	55	63	5555	55
201328921656	6.5626	4	1	1	80	11	6	1	12	24	9999	77
201328921673	19.6878	4	3	1	80	11	1	1	12	12	2	6
201328921673	19.6878	4	3	1	80	11	2	2	12	12	3	6
201328921728	25.060994	4	3	5	80	11	1	1	12	8	9999	77
201328921732	87.713479	4	5	5	80	11	1	2	12	12	1	9
201328921794	347.8178	4	4	1	80	11	1	1	12	12	2	6
201328921808	91.8764	4	5	1	80	11	1	1	12	12	2	82
201328921850	210.0032	4	6	1	80	11	1	1	55	64	5555	55
201328921850	210.0032	4	6	1	80	11	2	1	12	25	9999	77
201328921850	210.0032	4	6	1	80	11	3	1	0	1	9999	77
201328921875	347.8178	4	4	1	80	11	1	1	12	12	2	6
201328921893	6.5626	4	1	3	80	11	1	1	12	12	2	62
201328921903	91.8764	4	5	3	80	11	1	1	12	12	2	82
201328921915	347.8178	4	4	3	80	11	1	1	12	12	2	6
201328921950	6.5626	4	1	1	80	11	1	1	55	63	5555	55
201328921950	6.5626	4	1	1	80	11	2	1	12	43	9999	77
201328921950	6.5626	4	1	1	80	11	3	1	12	46	9999	77
201328922013	210.0032	4	6	3	80	11	1	1	55	64	5555	55
201328922013	210.0032	4	6	3	80	11	2	1	55	65	5555	55
201328922013	210.0032	4	6	3	80	11	3	1	3	30	9999	77
201328922049	204.449925	4	6	8	80	11	1	1	55	63	5555	55
201328922049	204.449925	4	6	8	80	11	2	1	12	30	9999	77
201328922050	13.629995	4	3	8	80	11	1	1	4	9	9999	77
201328922053	354.37987	4	4	8	80	11	1	1	12	12	2	6
201328922085	210.0032	4	6	1	80	11	1	1	55	64	5555	55
201328922085	210.0032	4	6	1	80	11	2	1	12	24	9999	77
201328922094	91.8764	4	5	1	80	11	1	1	81	12	2	61
201328922094	91.8764	4	5	1	80	11	2	2	55	63	5555	55
201328922094	91.8764	4	5	1	80	11	3	2	98	39	9999	77
201328922104	19.6878	4	3	1	80	11	1	1	0	1	9999	77
201328922105	347.8178	4	4	1	80	11	1	1	3	12	2	11
201328922168	360.943063	4	4	11	80	11	1	1	61	14	2	11
201328922169	222.118808	4	6	11	80	11	1	1	55	63	5555	55
201328922169	222.118808	4	6	11	80	11	2	1	1	33	9999	77
201328922169	222.118808	4	6	11	80	11	3	1	12	59	9999	77
201328922169	222.118808	4	6	11	80	11	4	1	19	43	9999	77
201328922171	83.294553	4	5	11	80	11	1	1	12	12	2	81
201328922171	83.294553	4	5	11	80	11	2	2	55	64	5555	55
201328922171	83.294553	4	5	11	80	11	3	2	98	59	9999	77
201328922171	83.294553	4	5	11	80	11	4	2	98	31	9999	77
201328922171	83.294553	4	5	11	80	11	5	1	55	63	5555	55
201328922171	83.294553	4	5	11	80	11	6	1	98	43	9999	77
201328922241	6.5626	4	1	1	80	11	1	1	55	63	5555	55
201328922241	6.5626	4	1	1	80	11	2	1	12	42	9999	77
201328922248	210.0032	4	6	1	80	11	1	1	12	12	2	6
201328922284	347.8178	4	4	2	80	11	1	2	12	12	1	62
201328922304	19.6878	4	3	2	80	11	1	1	83	9	9999	77
201328922367	95.409965	4	5	8	80	11	1	2	12	12	1	81
201328922367	95.409965	4	5	8	80	11	2	1	12	12	3	9
201328922374	354.37987	4	4	8	80	11	1	1	12	14	2	63
201328922404	347.8178	4	4	1	80	11	1	1	6	12	2	12
201328922431	91.8764	4	5	1	80	11	1	1	12	12	2	6
201328922431	91.8764	4	5	1	80	11	2	2	12	12	3	6
201328922431	91.8764	4	5	1	80	11	3	3	12	12	4	6
201328922431	91.8764	4	5	1	80	11	4	5	12	12	1	6
201328922434	19.6878	4	3	1	80	11	1	1	12	8	9999	77
201328922456	19.6878	4	3	3	80	11	1	1	12	8	9999	77
201328922513	350.853916	4	4	5	80	11	1	1	12	12	2	6
201328922519	25.060994	4	3	5	80	11	1	1	12	8	9999	77
201328922568	347.8178	4	4	1	80	11	1	1	12	73	9999	77
201328922582	19.6878	4	3	1	80	11	1	1	0	1	9999	77
201328922586	91.8764	4	5	1	80	11	1	1	55	63	5555	55
201328922586	91.8764	4	5	1	80	11	2	1	12	33	9999	77
201328922586	91.8764	4	5	1	80	11	3	1	55	67	5555	55
201328922586	91.8764	4	5	1	80	11	4	1	55	69	5555	55
201328922586	91.8764	4	5	1	80	11	5	1	12	12	2	63
201328922586	91.8764	4	5	1	80	11	6	2	83	12	3	9
201328922586	91.8764	4	5	1	80	11	7	1	12	12	4	12
201328922586	91.8764	4	5	1	80	11	8	4	12	12	5	11
201328922587	210.0032	4	6	1	80	11	1	1	12	12	2	6
201328922587	210.0032	4	6	1	80	11	2	2	12	12	3	6
201328922587	210.0032	4	6	1	80	11	3	3	12	12	4	6
201328922636	19.6878	4	3	1	80	11	1	1	12	8	9999	77
201328922675	347.8178	4	4	1	80	11	1	1	12	12	2	6
201328922688	19.6878	4	3	3	80	11	1	1	0	1	9999	77
201328922695	210.0032	4	6	3	80	11	1	1	55	63	5555	55
201328922695	210.0032	4	6	3	80	11	2	1	82	14	2	63
201328922695	210.0032	4	6	3	80	11	3	1	12	14	3	9
201328922712	19.6878	4	3	3	80	11	1	1	55	64	5555	55
201328922712	19.6878	4	3	3	80	11	2	1	9	33	9999	77
201328922730	19.6878	4	3	4	80	11	1	2	0	1	9999	77
201328922730	19.6878	4	3	4	80	11	2	2	99	12	1	99
201328922742	19.6878	4	3	2	80	11	1	1	12	8	9999	77
201328922743	347.8178	4	4	2	80	11	1	1	55	68	5555	55
201328922743	347.8178	4	4	2	80	11	2	1	1	12	2	63
201328922801	91.8764	4	5	1	80	11	1	1	12	12	2	6
201328922801	91.8764	4	5	1	80	11	2	2	12	12	3	6
201328922833	210.0032	4	6	1	80	11	1	2	12	12	1	6
201328922833	210.0032	4	6	1	80	11	2	3	12	12	2	6
201328922850	347.8178	4	4	3	80	11	1	1	12	12	2	6
201328922850	347.8178	4	4	3	80	11	2	2	12	12	3	6
201328922850	347.8178	4	4	3	80	11	3	3	12	12	4	6
201328922872	91.8764	4	5	3	80	11	1	1	12	12	2	61
201328922872	91.8764	4	5	3	80	11	2	2	12	12	3	9
201328922872	91.8764	4	5	3	80	11	3	3	55	63	5555	55
201328922872	91.8764	4	5	3	80	11	4	3	12	30	9999	77
201328922895	210.0032	4	6	4	80	11	1	1	55	63	5555	55
201328922895	210.0032	4	6	4	80	11	2	1	12	14	2	12
201328922916	25.060994	4	3	5	80	11	1	1	82	9	9999	77
201328922921	213.018449	4	6	5	80	11	1	2	12	12	1	82
