CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MTM_CRSH
201395310138	0	1	34.7147	3	3	2	61	9	0
201395310160	0	1	34.7147	3	3	2	61	9	0
201395310163	0	1	34.7147	3	3	2	61	9	1
201395310163	0	1	34.7147	3	3	2	61	9	19
201395310169	0	1	34.7147	3	3	4	61	9	0
201395310215	0	1	34.7147	3	3	4	61	9	0
201395310572	0	1	34.7147	3	3	1	61	9	0
201395310621	0	1	34.7147	3	3	6	61	9	0
201395310628	0	1	18.7934	1	3	1	7	2	0
201395310658	0	1	19.318769	1	3	5	7	2	7
201395310693	0	1	34.7147	3	3	1	61	9	0
201395310697	0	1	34.7147	3	3	1	61	9	2
201395310703	0	1	34.7147	3	3	1	61	9	0
201395310855	0	1	34.7147	3	3	2	61	9	99
201395310881	0	1	34.7147	3	3	2	61	9	0
201395310885	0	1	34.7147	3	3	2	61	9	0
201395310889	0	1	34.7147	3	3	2	61	9	0
201395310906	0	1	18.7934	1	3	2	7	2	0
201395310918	0	1	18.7934	1	3	3	7	2	1
201395310950	0	1	121.151653	1	3	30	7	2	1
201395311067	0	1	34.7147	3	3	5	61	9	0
201395311216	0	1	22.464	3	3	1	46	8	2
201395311363	0	1	34.7147	3	3	1	61	9	17
201395311393	0	1	34.7147	3	3	1	61	9	9
201395311426	0	1	18.7934	1	3	3	7	2	0
201395311585	0	1	34.7147	3	3	1	61	9	2
201395311656	0	1	34.7147	3	3	2	61	9	12
201395311687	0	1	34.7147	3	3	2	61	9	0
201395311692	0	1	34.7147	3	3	2	61	9	4
201395311828	0	1	34.7147	3	3	1	61	9	0
201395311831	0	1	34.7147	3	3	1	61	9	19
201395311859	0	1	34.7147	3	3	6	61	9	0
201395311951	0	1	18.7934	1	3	3	7	2	2
201395312075	0	1	52.01045	3	3	7	46	8	1
201395312156	0	1	34.7147	3	3	4	61	9	0
201395312226	0	1	34.7147	3	3	4	61	9	2
201395312241	0	1	34.7147	3	3	5	61	9	2
201395312247	0	1	34.7147	3	3	5	61	9	2
201395312329	0	1	22.464	3	3	1	46	8	0
201395312450	0	1	18.7934	1	3	3	7	2	1
201395312462	0	1	52.036106	1	3	10	7	2	1
201395312482	0	1	34.7147	3	3	1	61	9	0
201395312485	0	1	34.7147	3	3	1	61	9	9
201395312657	0	1	19.318769	1	3	5	7	2	0
201395312659	0	1	19.318769	1	3	5	7	2	17
201395312700	0	1	34.7147	3	3	3	61	9	0
201395312714	0	1	34.7147	3	3	5	61	9	0
201395312716	0	1	34.7147	3	3	5	61	9	2
201395312734	0	1	34.7147	3	3	1	61	9	9
201395312764	0	1	34.7147	3	3	1	61	9	1
201395312764	0	2	34.7147	3	3	1	61	9	0
201395312764	0	3	34.7147	3	3	1	61	9	0
201395312890	0	1	34.7147	3	3	1	61	9	10
201395312937	0	1	34.7147	3	3	6	61	9	9
201395312958	0	1	18.7934	1	3	2	7	2	4
201395312958	0	2	18.7934	1	3	2	7	2	4
201395313009	0	1	22.464	3	3	1	46	8	1
201395313009	0	1	22.464	3	3	1	46	8	2
201395313038	0	1	22.464	3	3	1	46	8	4
201395313110	0	1	34.7147	3	3	1	61	9	0
201395313110	0	2	34.7147	3	3	1	61	9	0
201395313110	0	3	34.7147	3	3	1	61	9	0
201395313121	0	1	34.7147	3	3	1	61	9	9
201395313132	0	1	34.7147	3	3	1	61	9	2
201395313132	0	1	34.7147	3	3	1	61	9	19
201395313154	0	1	34.7147	3	3	2	61	9	9
201395313173	0	1	34.7147	3	3	2	61	9	1
201395313201	0	1	34.7147	3	3	2	61	9	9
201395313205	0	1	34.7147	3	3	2	61	9	2
201395313205	0	1	34.7147	3	3	2	61	9	9
201395313210	0	1	34.7147	3	3	2	61	9	2
201395313210	0	1	34.7147	3	3	2	61	9	19
201395313216	0	1	34.7147	3	3	2	61	9	2
201395313235	0	1	34.7147	3	3	2	61	9	0
201395313243	0	1	34.7147	3	3	2	61	9	21
201395313243	0	2	34.7147	3	3	2	61	9	21
201395313310	0	1	18.7934	1	3	3	7	2	0
201395313313	0	1	19.318769	1	3	5	7	2	3
201395313421	0	1	22.464	3	3	5	46	8	0
201395313466	0	1	34.7147	3	3	1	61	9	9
201395313468	0	1	34.7147	3	3	1	61	9	1
201395313468	0	1	34.7147	3	3	1	61	9	2
201395313479	0	1	34.7147	3	3	1	61	9	0
201395313523	0	1	18.7934	1	3	1	7	2	1
201395313694	0	1	347.147	3	4	1	61	9	0
201395313869	0	1	22.464	3	3	5	46	8	0
201395313889	0	1	34.7147	3	3	1	61	9	99
201395313903	0	1	34.7147	3	3	1	61	9	0
201395313904	0	1	34.7147	3	3	1	61	9	0
201395313964	0	1	18.7934	1	3	2	7	2	0
201395314005	0	1	34.573842	1	3	8	7	2	0
201395314180	0	1	34.7147	3	3	1	61	9	0
201395314203	0	1	34.7147	3	3	1	61	9	2
201395314278	0	1	52.036106	1	3	10	7	2	1
201395314403	0	1	52.01045	3	3	7	46	8	1
201395314493	0	1	22.464	3	3	1	46	8	2
201395314563	0	1	52.01045	3	3	7	46	8	2
201395314690	0	1	34.7147	3	3	1	61	9	21
201395314723	0	1	34.7147	3	3	2	61	9	0
201395314736	0	1	34.7147	3	3	2	61	9	9
201395314747	0	1	347.147	3	4	2	61	9	0
201395314823	0	1	34.7147	3	3	5	61	9	0
201395314935	0	1	89.856	3	5	5	46	8	0
201395314935	0	2	89.856	3	5	5	46	8	0
201395314935	0	3	89.856	3	5	5	46	8	0
201395314958	0	1	52.01045	3	3	7	46	8	0
201395314991	0	1	34.7147	3	3	1	61	9	2
201395315008	0	1	34.7147	3	3	1	61	9	1
201395315085	0	1	22.464	3	3	3	46	8	0
201395315086	0	1	22.464	3	3	3	46	8	0
201395315126	0	1	22.464	3	3	5	46	8	0
201395315161	0	1	34.7147	3	3	2	61	9	1
201395315161	0	1	34.7147	3	3	2	61	9	2
201395315179	0	1	34.7147	3	3	2	61	9	0
201395315188	0	1	34.7147	3	3	2	61	9	1
201395315211	0	1	34.7147	3	3	2	61	9	0
201395315213	0	1	34.7147	3	3	2	61	9	2
201395315215	0	1	34.7147	3	3	2	61	9	2
201395315286	0	1	76.733922	1	3	16	7	2	21
201395315290	0	1	22.464	3	3	1	46	8	0
201395315345	0	1	359.424	3	4	4	46	8	0
201395315402	0	1	34.7147	3	3	1	61	9	0
201395315409	0	1	34.7147	3	3	1	61	9	0
201395315426	0	1	18.7934	1	3	2	7	2	0
201395315460	0	1	347.6779	1	4	3	7	2	99
201395315473	0	1	18.7934	1	3	3	7	2	2
201395315473	0	1	18.7934	1	3	3	7	2	9
201395315473	0	1	18.7934	1	3	3	7	2	14
201395315473	0	2	18.7934	1	3	3	7	2	2
201395315473	0	2	18.7934	1	3	3	7	2	9
201395315473	0	2	18.7934	1	3	3	7	2	14
201395315504	0	1	18.7934	1	3	1	7	2	0
201395315508	0	1	18.7934	1	3	1	7	2	0
201395315675	0	1	34.7147	3	3	3	61	9	1
201395315675	0	1	34.7147	3	3	3	61	9	2
201395315683	0	1	34.7147	3	3	5	61	9	0
201395315709	0	1	34.7147	3	3	1	61	9	9
201395315772	0	1	34.7147	3	3	1	61	9	0
201395315825	0	1	19.318769	1	3	5	7	2	21
201395315838	0	1	34.573842	1	3	8	7	2	2
201395315858	0	1	121.151653	1	3	30	7	2	17
201395316000	0	1	34.7147	3	3	1	61	9	0
201395316180	0	1	34.7147	3	3	1	61	9	0
201395316184	0	1	34.7147	3	3	3	61	9	99
201395316404	0	1	34.7147	3	3	1	61	9	8
201395316496	0	1	22.464	3	3	5	46	8	14
201395316518	0	1	34.7147	3	3	3	61	9	0
201395316703	0	1	34.7147	3	3	2	61	9	99
201395316703	0	2	34.7147	3	3	2	61	9	99
201395316703	0	3	34.7147	3	3	2	61	9	99
201395316713	0	1	34.7147	3	3	2	61	9	99
201395316714	0	1	34.7147	3	3	2	61	9	12
201395316719	0	1	34.7147	3	3	2	61	9	2
201395316719	0	1	34.7147	3	3	2	61	9	9
201395316722	0	1	34.7147	3	3	2	61	9	0
201395316734	0	1	34.7147	3	3	2	61	9	1
201395316737	0	1	34.7147	3	3	2	61	9	9
201395316737	0	2	34.7147	3	3	2	61	9	9
201395316762	0	1	34.7147	3	3	2	61	9	1
201395316762	0	1	34.7147	3	3	2	61	9	2
201395316792	0	1	34.7147	3	3	1	61	9	4
201395316825	0	1	18.7934	1	3	1	7	2	0
201395316927	0	1	34.573842	1	3	8	7	2	2
201395317058	0	1	22.464	3	3	1	46	8	1
201395317178	0	1	18.7934	1	3	3	7	2	1
201395317217	0	1	34.7147	3	3	1	61	9	0
201395317237	0	1	34.7147	3	3	1	61	9	2
201395317237	0	1	34.7147	3	3	1	61	9	19
201395317261	0	1	347.147	3	4	1	61	9	9
201395317456	0	1	52.01045	3	2	7	46	8	2
201395317456	0	1	52.01045	3	2	7	46	8	3
201395317542	0	1	22.464	3	3	4	46	8	0
201395317639	0	1	18.7934	1	3	3	7	2	2
201395317639	0	1	18.7934	1	3	3	7	2	17
201395317652	0	1	19.318769	1	3	5	7	2	0
201395317699	0	1	34.7147	3	3	1	61	9	9
201395317737	0	1	34.7147	3	3	1	61	9	0
201395317753	0	1	34.7147	3	3	5	61	9	0
201395317762	0	1	34.7147	3	3	5	61	9	1
201395317762	0	1	34.7147	3	3	5	61	9	2
201395317811	0	1	52.036106	1	3	10	7	2	1
201395317962	0	1	34.7147	3	3	5	61	9	2
201395318210	0	1	34.7147	3	3	2	61	9	0
201395318214	0	1	34.7147	3	3	2	61	9	0
201395318215	0	1	34.7147	3	3	2	61	9	1
201395318232	0	1	34.7147	3	3	2	61	9	19
201395318287	0	1	18.7934	1	3	3	7	2	7
201395318287	0	1	18.7934	1	3	3	7	2	10
201395318304	0	1	19.318769	1	3	5	7	2	21
201395318433	0	1	18.7934	1	3	3	7	2	1
201395318445	0	1	34.7147	3	3	3	61	9	2
201395318447	0	1	34.7147	3	3	3	61	9	0
201395318463	0	1	34.7147	3	3	1	61	9	0
201395318469	0	1	347.147	3	4	1	61	9	0
201395318477	0	1	34.7147	3	3	1	61	9	1
201395318482	0	1	34.7147	3	3	1	61	9	0
201395318507	0	1	347.147	3	4	1	61	9	21
201395318536	0	1	34.7147	3	3	5	61	9	0
201395318580	0	1	18.7934	1	3	2	7	2	0
201395318617	0	1	19.318769	1	3	5	7	2	1
201395318713	0	1	34.573842	1	3	8	7	2	12
201395318720	0	1	52.036106	1	3	10	7	2	1
201395318756	0	1	34.7147	3	3	2	61	9	1
201395318756	0	1	34.7147	3	3	2	61	9	2
201395318756	0	1	34.7147	3	3	2	61	9	19
201395318761	0	1	34.7147	3	3	2	61	9	3
201395318778	0	1	34.7147	3	3	2	61	9	0
201395318781	0	1	34.7147	3	3	2	61	9	0
201395318794	0	1	34.7147	3	3	2	61	9	2
201395318794	0	1	34.7147	3	3	2	61	9	3
201395318797	0	1	34.7147	3	3	2	61	9	0
201395319076	0	1	347.147	3	4	1	61	9	0
201395319088	0	1	34.7147	3	3	1	61	9	2
201395319088	0	1	34.7147	3	3	1	61	9	3
201395319321	0	1	34.7147	3	3	1	61	9	0
201395319322	0	1	34.7147	3	3	1	61	9	2
201395319322	0	1	34.7147	3	3	1	61	9	3
201395319322	0	1	34.7147	3	3	1	61	9	19
201395319328	0	1	69.4294	3	2	1	61	9	2
201395319328	0	1	69.4294	3	2	1	61	9	19
201395319330	0	1	34.7147	3	3	1	61	9	0
201395319338	0	1	34.7147	3	3	1	61	9	0
201395319349	0	1	34.7147	3	3	1	61	9	1
201395319349	0	1	34.7147	3	3	1	61	9	2
201395319355	0	1	34.7147	3	3	1	61	9	0
201395319406	0	1	18.7934	1	3	3	7	2	21
201395319418	0	1	52.036106	1	3	10	7	2	0
201395319604	0	1	34.7147	3	3	1	61	9	0
201395319610	0	1	34.7147	3	3	1	61	9	2
201395319711	0	1	34.7147	3	3	2	61	9	2
201395319711	0	1	34.7147	3	3	2	61	9	3
201395319740	0	1	34.7147	3	3	2	61	9	0
201395319873	0	1	34.7147	3	3	1	61	9	0
201395319950	0	1	347.6779	1	4	3	7	2	1
201395319984	0	1	34.573842	1	3	8	7	2	0
201395320168	0	1	22.464	3	3	3	46	8	1
201395320188	0	1	22.464	3	3	4	46	8	1
201395320238	0	1	22.464	3	3	1	46	8	98
201395320292	0	1	22.464	3	3	4	46	8	4
201395320292	0	2	22.464	3	3	4	46	8	4
201395320350	0	1	34.7147	3	3	5	61	9	0
201395320354	0	1	34.7147	3	3	5	61	9	2
201395320357	0	1	34.7147	3	3	6	61	9	0
201395320359	0	1	34.7147	3	3	1	61	9	0
201395320368	0	1	34.7147	3	3	1	61	9	99
201395320387	0	1	34.7147	3	3	1	61	9	0
201395320388	0	1	34.7147	3	3	1	61	9	0
201395320415	0	1	34.7147	3	3	1	61	9	2
201395320441	0	1	34.7147	3	3	2	61	9	1
201395320447	0	1	34.7147	3	3	2	61	9	2
201395320447	0	1	34.7147	3	3	2	61	9	9
201395320464	0	1	34.7147	3	3	2	61	9	1
201395320560	0	1	18.7934	1	3	3	7	2	0
201395320564	0	1	347.737842	1	4	5	7	2	0
201395320910	0	1	34.7147	3	3	1	61	9	0
201395320930	0	1	34.7147	3	3	1	61	9	2
201395320930	0	1	34.7147	3	3	1	61	9	3
201395320939	0	1	34.7147	3	3	1	61	9	1
201395320973	0	1	34.7147	3	3	1	61	9	2
201395320973	0	1	34.7147	3	3	1	61	9	3
201395320973	0	1	34.7147	3	3	1	61	9	9
201395321187	0	1	22.464	3	3	1	46	8	4
201395321187	0	1	22.464	3	3	1	46	8	19
201395321346	0	1	19.318769	1	3	5	7	2	19
201395413609	0	1	18.158	3	3	2	27	8	0
201395413777	0	1	18.158	3	3	2	27	8	0
201395413815	0	1	18.158	3	3	2	27	8	0
201395414245	0	1	18.158	3	3	2	27	8	0
201395414544	0	1	18.158	3	3	2	27	8	98
201395414548	0	1	18.158	3	3	2	27	8	98
201395415220	0	1	63.553	3	2	2	27	8	0
201395415406	0	1	18.158	3	3	2	27	8	2
201395415419	0	1	18.158	3	3	2	27	8	0
201395415585	0	1	18.158	3	3	2	27	8	10
201395415631	0	1	18.158	3	3	2	27	8	0
201395415646	0	1	18.158	3	3	2	27	8	0
201395415652	0	1	18.158	3	3	2	27	8	0
201395415830	0	1	18.158	3	3	1	27	8	98
201395415910	0	1	9.079	3	1	2	27	8	98
201395416048	0	1	18.158	3	3	1	27	8	21
201395416063	0	1	18.158	3	3	1	27	8	19
201395416140	0	1	18.158	3	3	2	27	8	12
201395416188	0	1	18.158	3	3	2	27	8	12
201395416326	0	1	18.158	3	3	1	27	8	12
201395416885	0	1	85.158173	3	3	6	44	9	0
201395416943	0	1	18.158	3	3	1	27	8	2
201395416984	0	1	18.158	3	3	1	27	8	0
201395417172	0	1	45.0935	3	3	4	44	9	0
201395417216	0	1	18.158	3	3	1	27	8	16
201395417320	0	1	18.158	3	3	2	27	8	0
201395417493	0	1	18.158	3	3	1	27	8	0
201395417827	0	1	18.158	3	3	1	27	8	1
201395417827	0	1	18.158	3	3	1	27	8	2
201395417827	0	1	18.158	3	3	1	27	8	3
201395417917	0	1	18.158	3	3	2	27	8	12
201395417975	0	1	18.158	3	3	2	27	8	9
201395418142	0	1	18.158	3	3	2	27	8	12
201395418516	0	1	18.158	3	3	2	27	8	9
201395418590	0	1	18.158	3	3	1	27	8	12
201395418641	0	1	18.158	3	3	1	27	8	19
201395418764	0	1	18.158	3	3	2	27	8	2
201395418791	0	1	45.0935	3	3	3	44	9	99
201395419358	0	1	18.158	3	3	2	27	8	0
201395419518	0	1	360.748	3	4	3	44	9	21
201395419598	0	1	18.158	3	3	1	27	8	2
201395419673	0	1	18.158	3	3	2	27	8	0
201395419718	0	1	18.158	3	3	2	27	8	0
201395419718	0	2	18.158	3	3	2	27	8	0
201395419805	0	1	18.158	3	3	1	27	8	9
201395420064	0	1	18.158	3	3	1	27	8	1
201395420096	0	1	18.158	3	3	1	27	8	2
201395420096	0	1	18.158	3	3	1	27	8	3
201395420341	0	1	18.158	3	3	1	27	8	0
201395420581	0	1	18.158	3	3	1	27	8	2
201395421056	0	1	354.081	3	4	1	27	8	9
201395421056	0	1	354.081	3	4	1	27	8	21
201395421086	0	1	18.158	3	3	1	27	8	1
201395421097	0	1	18.158	3	3	1	27	8	21
201395421132	0	1	18.158	3	3	2	27	8	0
201395421162	0	1	18.158	3	3	2	27	8	4
201395421339	0	1	18.158	3	3	2	27	8	9
201395421339	0	2	18.158	3	3	2	27	8	9
201395421437	0	1	45.0935	3	3	3	44	9	1
201395421439	0	1	360.748	3	4	3	44	9	6
201395421439	0	1	360.748	3	4	3	44	9	1
201395421796	0	1	18.158	3	3	1	27	8	0
201395421946	0	1	17.8653	1	3	6	23	2	99
201395422057	0	1	18.158	3	3	1	27	8	9
201395422189	0	1	18.158	3	3	2	27	8	0
201395422225	0	1	18.158	3	3	2	27	8	21
201395422309	0	1	18.158	3	3	1	27	8	0
201395422346	0	1	18.158	3	3	1	27	8	0
201395422369	0	1	18.158	3	3	1	27	8	0
201395422371	0	1	18.158	3	3	1	27	8	1
201395422464	0	1	18.158	3	3	2	27	8	0
201395422475	0	1	18.158	3	3	2	27	8	2
201395422572	0	1	18.158	3	3	1	27	8	3
201395422615	0	1	18.158	3	3	1	27	8	1
201395422615	0	1	18.158	3	3	1	27	8	12
201395422767	0	1	45.0935	3	3	3	44	9	0
201395422906	0	1	18.158	3	3	2	27	8	0
201395423349	0	1	18.158	3	3	2	27	8	12
201395423398	0	1	18.158	3	3	2	27	8	21
201395423549	0	1	18.158	3	3	1	27	8	0
201395423628	0	1	18.158	3	3	2	27	8	0
201395423726	0	1	18.158	3	3	2	27	8	0
201395423946	0	1	18.158	3	3	2	27	8	0
201395423969	0	1	18.158	3	3	2	27	8	0
201395424108	0	1	85.158173	3	3	6	44	9	0
201395424492	0	1	45.0935	3	3	2	44	9	1
201395424532	0	1	45.0935	3	3	2	44	9	2
201395424532	0	1	45.0935	3	3	2	44	9	19
201395424803	0	1	18.158	3	3	1	27	8	2
201395424803	0	1	18.158	3	3	1	27	8	3
201395424836	0	1	18.158	3	3	1	27	8	1
201395424886	0	1	18.158	3	3	1	27	8	9
201395424904	0	1	18.158	3	3	1	27	8	0
201395424960	0	1	18.158	3	3	2	27	8	0
201395424992	0	1	18.158	3	3	2	27	8	0
201395424992	0	2	18.158	3	3	2	27	8	0
201395425216	0	1	18.158	3	3	2	27	8	0
201395425216	0	2	18.158	3	3	2	27	8	0
201395425239	0	1	18.158	3	3	2	27	8	2
201395425321	0	1	360.748	3	4	3	44	9	0
201395425754	0	1	18.158	3	3	1	27	8	0
201395425763	0	1	18.158	3	3	1	27	8	0
201395425763	0	2	18.158	3	3	1	27	8	0
201395425888	0	1	18.158	3	3	2	27	8	0
201395425902	0	1	18.158	3	3	2	27	8	98
201395425931	0	1	18.158	3	3	1	27	8	0
201395426340	0	1	18.158	3	3	2	27	8	0
201395426455	0	1	18.158	3	3	2	27	8	2
201395426455	0	1	18.158	3	3	2	27	8	3
201395426515	0	1	18.158	3	3	2	27	8	0
201395426551	0	1	18.158	3	3	2	27	8	9
201395426576	0	1	18.158	3	3	2	27	8	9
201395426576	0	2	18.158	3	3	2	27	8	9
201395426582	0	1	18.158	3	3	2	27	8	98
201395426738	0	1	18.158	3	3	1	27	8	0
201395426782	0	1	18.158	3	3	1	27	8	0
201395426873	0	1	18.158	3	3	2	27	8	0
201395427004	0	1	45.0935	3	2	3	44	9	19
201395427020	0	1	45.0935	3	3	3	44	9	4
201395427046	0	1	18.158	3	3	1	27	8	3
201395427122	0	1	18.158	3	3	1	27	8	13
201395427141	0	1	18.158	3	3	1	27	8	1
201395427457	0	1	18.158	3	3	2	27	8	21
201395427468	0	1	18.158	3	3	2	27	8	98
201395427602	0	1	18.158	3	3	1	27	8	0
201395427674	0	1	18.158	3	3	1	27	8	0
201395427831	0	1	18.158	3	3	2	27	8	2
201395428195	0	1	18.158	3	3	1	27	8	9
201395428195	0	1	18.158	3	3	1	27	8	13
201395428217	0	1	18.158	3	3	1	27	8	7
201395428281	0	1	18.158	3	3	1	27	8	0
201395428301	0	1	18.158	3	3	1	27	8	0
201395428363	0	1	63.553	3	2	1	27	8	2
201395428816	0	1	45.0935	3	3	1	44	9	1
201395428838	0	1	45.0935	3	3	1	44	9	19
201395429049	0	1	45.0935	3	3	1	44	9	0
201395429497	0	1	45.0935	3	3	2	44	9	21
201395429567	0	1	18.158	3	3	1	27	8	0
201395429589	0	1	18.158	3	3	1	27	8	9
201395429600	0	1	18.158	3	3	1	27	8	0
201395429612	0	1	18.158	3	3	1	27	8	21
201395429956	0	1	18.158	3	3	1	27	8	0
201395430052	0	1	18.158	3	3	1	27	8	4
201395430062	0	1	18.158	3	3	1	27	8	0
201395430266	0	1	18.158	3	3	1	27	8	2
201395431030	0	1	18.158	3	3	1	27	8	98
201395431060	0	1	18.158	3	3	1	27	8	98
201395431240	0	1	18.158	3	3	1	27	8	0
201395431940	0	1	18.158	3	3	1	27	8	1
201395506448	0	1	2.1381	1	1	4	23	2	0
201395506513	0	1	21.381	1	3	1	23	2	0
201395506514	0	1	21.381	1	3	1	23	2	0
201395506654	0	1	21.381	1	3	1	23	2	1
201395507039	0	1	21.381	1	3	1	23	2	2
201395507039	0	1	21.381	1	3	1	23	2	6
201395507141	0	1	21.381	1	3	1	23	2	21
201395507976	0	1	21.381	1	3	1	23	2	8
201395507980	0	1	21.381	1	3	1	23	2	0
201395508958	0	1	21.381	1	3	1	23	2	0
201395509159	0	1	19.2429	1	3	2	23	2	0
201395509285	0	1	21.381	1	3	1	23	2	0
201395509587	0	1	21.381	1	3	1	23	2	0
201395509591	0	1	21.381	1	3	1	23	2	1
201395510213	0	1	21.381	1	3	1	23	2	0
201395510450	0	1	21.381	1	3	1	23	2	0
201395510813	0	1	21.381	1	3	1	23	2	2
201395510971	0	1	19.2429	1	3	2	23	2	1
201395511019	0	1	21.381	1	3	1	23	2	2
201395511058	0	1	21.381	1	3	1	23	2	0
201395511482	0	1	21.381	1	3	1	23	2	1
201395511482	0	1	21.381	1	3	1	23	2	21
201395511484	0	1	21.381	1	3	1	23	2	0
201395511484	0	2	21.381	1	3	1	23	2	0
201395511927	0	1	21.381	1	3	1	23	2	21
201395512053	0	1	342.096	1	4	1	23	2	21
201395512230	0	1	21.381	1	3	1	23	2	0
201395512609	0	1	21.381	1	3	1	23	2	3
201395513275	0	1	21.381	1	3	1	23	2	0
201399501627	0	1	22.187978	4	3	7	79	10	2
201399501691	0	1	22.187978	4	3	1	79	10	0
201399501697	0	1	22.187978	4	3	1	79	10	3
201399501697	0	1	22.187978	4	3	1	79	10	12
201399501760	0	1	22.187978	4	3	7	79	10	19
201399501787	0	1	22.187978	4	3	1	79	10	21
201399501808	0	1	22.187978	4	3	1	79	10	0
201399501839	0	1	22.187978	4	3	7	79	10	1
201399501862	0	1	22.187978	4	3	7	79	10	10
201399501920	0	1	22.187978	4	3	7	79	10	0
201399501952	0	1	22.187978	4	3	1	79	10	0
201399502028	0	1	22.187978	4	3	1	79	10	0
201399502039	0	1	355.007648	4	4	1	79	10	0
201399502086	0	1	22.187978	4	3	7	79	10	0
201399502183	0	1	22.187978	4	3	7	79	10	0
201399502209	0	1	22.187978	4	3	1	79	10	0
201399502362	0	1	22.187978	4	3	7	79	10	1
201399502362	0	1	22.187978	4	3	7	79	10	2
201399502374	0	1	22.187978	4	3	7	79	10	9
201399502389	0	1	22.187978	4	3	7	79	10	2
201399502443	0	1	22.187978	4	3	7	79	10	0
201399502747	0	1	22.187978	4	3	7	79	10	14
201399502747	0	1	22.187978	4	3	7	79	10	2
201399502747	0	1	22.187978	4	3	7	79	10	3
201399502747	0	1	22.187978	4	3	7	79	10	10
201399502764	0	1	22.187978	4	3	7	79	10	98
201399502856	0	1	22.187978	4	3	7	79	10	0
201399502871	0	1	22.187978	4	3	7	79	10	17
201399502892	0	1	22.187978	4	3	7	79	10	0
201399502932	0	1	22.187978	4	3	1	79	10	0
201399502982	0	1	22.187978	4	3	7	79	10	0
201399502982	0	2	22.187978	4	3	7	79	10	0
201399503008	0	1	22.187978	4	3	7	79	10	0
201399503152	0	1	22.187978	4	3	7	79	10	2
201399503296	0	1	22.187978	4	3	7	79	10	99
201399503315	0	1	22.187978	4	3	7	79	10	0
201399503331	0	1	22.187978	4	3	7	79	10	9
201399503374	0	1	22.187978	4	3	1	79	10	2
201399503398	0	1	22.187978	4	3	1	79	10	0
201399503432	0	1	22.187978	4	3	7	79	10	1
201399503432	0	1	22.187978	4	3	7	79	10	2
201399503450	0	1	22.187978	4	3	7	79	10	0
201399503481	0	1	22.187978	4	3	1	79	10	2
201399503491	0	1	22.187978	4	3	1	79	10	12
201399503530	0	1	22.187978	4	3	7	79	10	2
201399503644	0	1	22.187978	4	3	7	79	10	0
201399503766	0	1	22.187978	4	3	7	79	10	0
201399503783	0	1	11.093989	4	1	7	79	10	0
201399503783	0	2	11.093989	4	1	7	79	10	0
201399503783	0	3	11.093989	4	1	7	79	10	0
201399503854	0	1	22.187978	4	3	1	79	10	1
201399503854	0	1	22.187978	4	3	1	79	10	2
201399503869	0	1	22.187978	4	3	7	79	10	99
201399503875	0	1	22.187978	4	3	7	79	10	1
201399503967	0	1	22.187978	4	3	1	79	10	0
201399503992	0	1	22.187978	4	3	1	79	10	0
201399504013	0	1	22.187978	4	3	1	79	10	0
201399504053	0	1	22.187978	4	3	7	79	10	0
201399504073	0	1	22.187978	4	3	7	79	10	0
201399504076	0	1	22.187978	4	3	7	79	10	0
201399504076	0	2	22.187978	4	3	7	79	10	0
201399504120	0	1	22.187978	4	3	7	79	10	0
201399504153	0	1	22.187978	4	3	1	79	10	1
201399504153	0	1	22.187978	4	3	1	79	10	2
201399504176	0	1	22.187978	4	3	1	79	10	1
201399504213	0	1	22.187978	4	3	7	79	10	0
201399504221	0	1	22.187978	4	3	7	79	10	1
201399504221	0	1	22.187978	4	3	7	79	10	2
201399504246	0	1	22.187978	4	3	7	79	10	1
201399504276	0	1	22.187978	4	3	1	79	10	0
201399504279	0	1	22.187978	4	3	1	79	10	2
201399504279	0	1	22.187978	4	3	1	79	10	9
201399504321	0	1	22.187978	4	3	7	79	10	0
201399504407	0	1	22.187978	4	3	7	79	10	12
201399504584	0	1	22.187978	4	3	7	79	10	0
201399504615	0	1	22.187978	4	3	7	79	10	1
201399504655	0	1	22.187978	4	3	7	79	10	0
201399504655	0	2	22.187978	4	3	7	79	10	0
201399504679	0	1	22.187978	4	3	7	79	10	0
201399504717	0	1	22.187978	4	3	1	79	10	0
201399504732	0	1	22.187978	4	3	7	79	10	0
201399504752	0	1	22.187978	4	3	7	79	10	0
201399504812	0	1	355.007648	4	4	1	79	10	2
201399504828	0	1	22.187978	4	3	1	79	10	9
201399504852	0	1	22.187978	4	3	7	79	10	0
201399504906	0	1	22.187978	4	3	7	79	10	2
201399504906	0	1	22.187978	4	3	7	79	10	3
201399504906	0	1	22.187978	4	3	7	79	10	10
201399504922	0	1	22.187978	4	3	7	79	10	0
201399504922	0	2	22.187978	4	3	7	79	10	0
201399504960	0	1	22.187978	4	3	7	79	10	0
201399504969	0	1	11.093989	4	1	7	79	10	0
201399505007	0	1	22.187978	4	3	7	79	10	0
201399505016	0	1	22.187978	4	3	7	79	10	0
201399505082	0	1	22.187978	4	3	7	79	10	13
201399505084	0	1	22.187978	4	3	7	79	10	0
201399505093	0	1	22.187978	4	3	7	79	10	19
201399505127	0	1	355.007648	4	4	1	79	10	0
201399505130	0	1	22.187978	4	3	1	79	10	1
201399505130	0	1	22.187978	4	3	1	79	10	2
201399505130	0	1	22.187978	4	3	1	79	10	12
