MDRMANAV	REGION	STRATUM	CASENUM	WEIGHT	PJ	PSU	VEHNO
0	2	1	201027800880	4.617	4	33	1
0	2	3	201027800883	18.466	4	33	1
4	2	4	201027800911	295.462	3	33	1
98	2	4	201027800911	295.462	3	33	2
98	2	5	201027800918	60.016	3	33	1
98	2	5	201027800918	60.016	3	33	2
4	2	2	201027800924	4.617	4	33	1
98	2	2	201027800924	4.617	4	33	2
98	2	2	201027800943	4.617	4	33	1
98	2	2	201027800943	4.617	4	33	2
98	2	2	201027800943	4.617	4	33	3
98	2	2	201027800943	4.617	4	33	4
98	2	2	201027800946	4.617	4	33	1
98	2	2	201027800946	4.617	4	33	2
98	2	2	201027800978	20.936	1	32	1
98	2	2	201027800978	20.936	1	32	2
0	2	2	201027801019	2.094	2	32	1
98	2	2	201027801033	2.094	2	32	1
4	2	2	201027801033	2.094	2	32	2
4	2	2	201027801066	2.094	2	32	1
98	2	2	201027801066	2.094	2	32	2
98	2	2	201027801066	2.094	2	32	3
98	2	2	201027801066	2.094	2	32	4
98	2	2	201027801092	2.094	2	32	1
98	2	2	201027801092	2.094	2	32	2
0	2	2	201027801109	2.094	2	32	1
98	2	2	201027801109	2.094	2	32	2
98	2	4	201027801152	295.198	2	32	1
98	2	4	201027801152	295.198	2	32	2
0	2	3	201027801184	18.842	2	32	1
0	2	2	201027801192	2.094	2	32	1
4	2	2	201027801192	2.094	2	32	2
0	2	6	201027801206	129.803	2	32	1
98	2	2	201027801213	2.094	2	32	1
0	2	2	201027801213	2.094	2	32	2
0	2	2	201027801213	2.094	2	32	3
4	2	2	201027801272	2.094	2	32	1
98	2	2	201027801272	2.094	2	32	2
98	2	2	201027801275	2.094	2	32	1
98	2	2	201027801275	2.094	2	32	2
98	2	2	201027801306	2.094	2	32	1
98	2	2	201027801306	2.094	2	32	2
98	2	2	201027801331	2.094	2	32	1
99	2	2	201027801331	2.094	2	32	2
98	2	4	201027801363	295.198	2	32	1
0	2	4	201027801363	295.198	2	32	2
0	2	5	201027801412	58.621	2	32	1
98	2	4	201027801453	298.075	24	10	1
0	2	4	201027801453	298.075	24	10	2
0	2	3	201027801462	27.098	24	10	1
0	2	4	201027801485	295.462	2	33	1
0	2	4	201027801485	295.462	2	33	2
0	2	4	201027801485	295.462	2	33	3
98	2	4	201027801510	298.075	24	10	1
98	2	4	201027801510	298.075	24	10	2
0	2	5	201027801517	54.195	24	10	1
0	2	5	201027801524	60.016	2	33	1
0	2	5	201027801524	60.016	2	33	2
0	2	6	201027801534	129.265	2	33	1
0	2	6	201027801534	129.265	2	33	2
98	2	6	201027801559	125.616	1	32	1
98	2	6	201027801559	125.616	1	32	2
98	2	4	201027801564	293.104	1	32	1
4	2	4	201027801564	293.104	1	32	2
98	2	5	201027801580	62.808	1	32	1
98	2	5	201027801580	62.808	1	32	2
99	2	4	201027801583	293.104	1	32	1
98	2	4	201027801583	293.104	1	32	2
98	2	6	201027801586	125.616	1	32	1
98	2	6	201027801586	125.616	1	32	2
98	2	4	201027801600	293.104	1	32	1
0	2	3	201027801601	20.936	1	32	1
98	2	2	201027801602	20.936	1	32	1
98	2	2	201027801602	20.936	1	32	2
98	2	2	201027801602	20.936	1	32	3
98	2	1	201027801619	20.936	1	32	1
98	2	1	201027801619	20.936	1	32	2
98	2	4	201027801621	293.104	1	32	1
99	2	4	201027801651	294	5	10	1
98	2	4	201027801651	294	5	10	2
3	2	5	201027801652	60.308	5	10	1
99	2	4	201027801696	294	5	10	1
98	2	2	201027801700	7.538	5	10	1
0	2	2	201027801700	7.538	5	10	2
98	2	2	201027801747	2.094	2	32	1
98	2	2	201027801747	2.094	2	32	2
98	2	2	201027801749	2.094	2	32	1
98	2	2	201027801749	2.094	2	32	2
98	2	6	201027801769	129.803	2	32	1
98	2	6	201027801769	129.803	2	32	2
98	2	2	201027801773	2.094	2	32	1
98	2	2	201027801773	2.094	2	32	2
0	2	2	201027801794	2.094	2	32	1
98	2	2	201027801794	2.094	2	32	2
0	2	2	201027801803	2.094	2	32	1
98	2	2	201027801803	2.094	2	32	2
98	2	2	201027801806	2.094	2	32	1
98	2	2	201027801806	2.094	2	32	2
98	2	2	201027801818	2.094	2	32	1
98	2	2	201027801818	2.094	2	32	2
98	2	2	201027801820	2.094	2	32	1
98	2	2	201027801820	2.094	2	32	2
0	2	2	201027801823	2.094	2	32	1
0	2	2	201027801823	2.094	2	32	2
98	2	2	201027801823	2.094	2	32	3
98	2	2	201027801832	2.094	2	32	1
98	2	2	201027801832	2.094	2	32	2
0	2	4	201027801866	295.198	2	32	1
98	2	4	201027801866	295.198	2	32	2
98	2	2	201027801913	2.094	2	32	1
4	2	2	201027801913	2.094	2	32	2
98	2	2	201027802039	2.094	2	32	1
0	2	2	201027802039	2.094	2	32	2
98	2	6	201027802067	129.803	2	32	1
98	2	6	201027802067	129.803	2	32	2
0	2	4	201027802071	295.198	2	32	1
0	2	2	201027802081	2.094	2	32	1
98	2	2	201027802095	2.094	2	32	1
98	2	2	201027802095	2.094	2	32	2
0	2	3	201027802133	18.842	2	32	1
98	2	1	201027802168	2.094	2	32	1
98	2	1	201027802168	2.094	2	32	2
98	2	1	201027802168	2.094	2	32	3
0	2	1	201027802184	4.617	4	33	1
98	2	4	201027802186	295.462	4	33	1
98	2	4	201027802186	295.462	4	33	2
0	2	2	201027802201	4.617	4	33	1
98	2	2	201027802202	4.617	4	33	1
98	2	2	201027802202	4.617	4	33	2
98	2	2	201027802209	4.617	4	33	1
98	2	2	201027802209	4.617	4	33	2
98	2	2	201027802209	4.617	4	33	3
98	2	2	201027802213	4.617	4	33	1
98	2	2	201027802213	4.617	4	33	2
4	2	2	201027802221	4.617	4	33	1
0	2	2	201027802221	4.617	4	33	2
0	2	6	201027802236	129.265	4	33	1
98	2	6	201027802236	129.265	4	33	2
98	2	6	201027802236	129.265	4	33	3
98	2	6	201027802236	129.265	4	33	4
4	2	4	201027802276	295.462	4	33	1
0	2	4	201027802276	295.462	4	33	2
0	2	2	201027802294	4.617	4	33	1
98	2	2	201027802294	4.617	4	33	2
4	2	2	201027802325	4.617	4	33	1
98	2	2	201027802325	4.617	4	33	2
0	2	1	201027802330	4.617	4	33	1
4	2	1	201027802383	2.094	2	32	1
98	2	5	201027802386	58.621	2	32	1
98	2	5	201027802386	58.621	2	32	2
0	2	1	201027802448	2.094	2	32	1
0	2	4	201027802451	295.198	2	32	1
0	2	4	201027802451	295.198	2	32	2
0	2	1	201027802483	2.094	2	32	1
98	2	1	201027802483	2.094	2	32	2
0	2	6	201027802520	129.803	2	32	1
98	2	5	201027802611	62.808	1	32	1
98	2	6	201027802612	125.616	1	32	1
0	2	6	201027802612	125.616	1	32	2
99	2	3	201027802614	20.936	1	32	1
98	2	5	201027802625	62.808	1	32	1
98	2	5	201027802625	62.808	1	32	2
4	2	4	201027802626	293.104	1	32	1
0	2	4	201027802626	293.104	1	32	2
98	2	6	201027802634	125.616	1	32	1
98	2	6	201027802634	125.616	1	32	2
99	2	3	201027802646	20.936	1	32	1
98	2	3	201027802646	20.936	1	32	2
99	2	4	201027802647	293.104	1	32	1
99	2	6	201027802653	125.616	1	32	1
98	2	6	201027802653	125.616	1	32	2
98	2	4	201027802692	295.462	3	33	1
98	2	4	201027802692	295.462	3	33	2
98	2	4	201027802705	298.075	24	10	1
98	2	4	201027802705	298.075	24	10	2
98	2	3	201027802707	27.098	24	10	1
0	2	3	201027802710	27.098	24	10	1
98	2	3	201027802714	27.098	24	10	1
0	2	4	201027802753	295.462	4	33	1
99	2	4	201027802753	295.462	4	33	2
0	2	6	201027802764	129.265	4	33	1
0	2	6	201027802764	129.265	4	33	2
4	2	2	201027802775	4.617	4	33	1
0	2	2	201027802775	4.617	4	33	2
98	2	6	201027802810	129.265	3	33	1
0	2	6	201027802810	129.265	3	33	2
99	2	3	201027802835	20.936	1	32	1
98	2	2	201027802839	20.936	1	32	1
0	2	2	201027802839	20.936	1	32	2
4	2	6	201027802851	125.616	1	32	1
99	2	4	201027802854	293.104	1	32	1
98	2	4	201027802854	293.104	1	32	2
0	2	3	201027802869	20.936	1	32	1
4	2	6	201027802872	125.616	1	32	1
0	2	6	201027802872	125.616	1	32	2
98	2	3	201027802879	27.098	24	10	1
98	2	4	201027802880	298.075	24	10	1
0	2	4	201027802880	298.075	24	10	2
0	2	4	201027802880	298.075	24	10	3
0	2	2	201027802902	4.617	4	33	1
0	2	2	201027802902	4.617	4	33	2
98	2	5	201027802937	60.016	4	33	1
98	2	5	201027802937	60.016	4	33	2
0	2	4	201027802962	295.462	4	33	1
0	2	6	201027803010	129.265	4	33	1
98	2	1	201027803032	2.094	2	32	1
98	2	1	201027803032	2.094	2	32	2
99	2	4	201027803091	295.198	2	32	1
0	2	4	201027803091	295.198	2	32	2
0	2	4	201027803091	295.198	2	32	3
0	2	1	201027803111	2.094	2	32	1
98	2	2	201027803127	2.094	2	32	1
0	2	2	201027803127	2.094	2	32	2
0	2	2	201027803127	2.094	2	32	3
98	2	2	201027803127	2.094	2	32	4
0	2	2	201027803127	2.094	2	32	5
0	2	2	201027803127	2.094	2	32	6
98	2	2	201027803127	2.094	2	32	7
98	2	2	201027803127	2.094	2	32	8
98	2	2	201027803127	2.094	2	32	9
98	2	2	201027803127	2.094	2	32	10
98	2	2	201027803127	2.094	2	32	11
0	2	5	201027803205	58.621	2	32	1
4	2	6	201027803229	129.803	2	32	1
4	2	3	201027803250	18.842	2	32	1
0	2	3	201027803250	18.842	2	32	2
98	2	3	201027803250	18.842	2	32	3
99	2	2	201027803286	2.094	2	32	1
98	2	2	201027803286	2.094	2	32	2
4	2	4	201027803297	295.198	2	32	1
0	2	4	201027803297	295.198	2	32	2
98	2	2	201027803348	2.094	2	32	1
98	2	2	201027803348	2.094	2	32	2
98	2	2	201027803357	2.094	2	32	1
98	2	2	201027803357	2.094	2	32	2
0	2	2	201027803373	2.094	2	32	1
0	2	2	201027803373	2.094	2	32	2
98	2	2	201027803373	2.094	2	32	3
98	2	2	201027803373	2.094	2	32	4
0	2	4	201027803467	298.075	24	10	1
0	2	4	201027803467	298.075	24	10	2
0	2	3	201027803469	27.098	24	10	1
98	2	3	201027803469	27.098	24	10	2
98	2	6	201027803470	135.489	24	10	1
98	2	6	201027803470	135.489	24	10	2
98	2	3	201027803472	27.098	24	10	1
98	2	3	201027803472	27.098	24	10	2
98	2	5	201027803481	54.195	24	10	1
0	2	5	201027803481	54.195	24	10	2
0	2	5	201027803481	54.195	24	10	3
98	2	4	201027803485	298.075	24	10	1
98	2	4	201027803485	298.075	24	10	2
98	2	6	201027803493	135.489	24	10	1
0	2	6	201027803493	135.489	24	10	2
98	2	5	201027803511	54.195	24	10	1
0	2	4	201027803513	298.075	24	10	1
0	2	4	201027803513	298.075	24	10	2
98	2	4	201027803578	295.462	4	33	1
0	2	4	201027803578	295.462	4	33	2
98	2	6	201027803634	129.265	4	33	1
0	2	6	201027803634	129.265	4	33	2
0	2	2	201027803643	4.617	4	33	1
98	2	2	201027803643	4.617	4	33	2
98	2	4	201027803669	295.462	4	33	1
98	2	3	201027803678	18.466	4	33	1
98	2	3	201027803678	18.466	4	33	2
4	2	2	201027803685	4.617	4	33	1
98	2	2	201027803685	4.617	4	33	2
98	2	2	201027803685	4.617	4	33	3
98	2	2	201027803685	4.617	4	33	4
98	2	2	201027803703	4.617	4	33	1
98	2	2	201027803703	4.617	4	33	2
4	2	2	201027803728	4.617	4	33	1
0	2	5	201027803741	60.016	4	33	1
0	2	4	201027803757	295.462	4	33	1
0	2	6	201027803790	129.265	4	33	1
0	2	4	201027803860	295.462	4	33	1
98	2	2	201027803861	4.617	4	33	1
98	2	2	201027803861	4.617	4	33	2
0	2	4	201027803872	293.104	1	32	1
98	2	6	201027803877	125.616	1	32	1
98	2	6	201027803877	125.616	1	32	2
98	2	1	201027803883	20.936	1	32	1
99	2	4	201027803891	293.104	1	32	1
98	2	5	201027803896	62.808	1	32	1
98	2	5	201027803896	62.808	1	32	2
0	2	5	201027803896	62.808	1	32	3
0	2	6	201027803901	125.616	1	32	1
98	2	5	201027803909	62.808	1	32	1
98	2	5	201027803909	62.808	1	32	2
99	2	4	201027803914	293.104	1	32	1
98	2	3	201027803919	20.936	1	32	1
98	2	5	201027803926	62.808	1	32	1
0	2	2	201027803931	20.936	1	32	1
98	2	2	201027803931	20.936	1	32	2
4	2	4	201027803935	293.104	1	32	1
98	2	4	201027803935	293.104	1	32	2
0	2	1	201027803945	2.094	2	32	1
0	2	1	201027803970	2.094	2	32	1
0	2	2	201027804001	2.094	2	32	1
0	2	2	201027804001	2.094	2	32	2
98	2	4	201027804015	295.198	2	32	1
0	2	4	201027804015	295.198	2	32	2
0	2	5	201027804022	58.621	2	32	1
98	2	5	201027804022	58.621	2	32	2
0	2	5	201027804022	58.621	2	32	3
98	2	6	201027804057	129.803	2	32	1
99	2	6	201027804057	129.803	2	32	2
4	2	2	201027804107	2.094	2	32	1
98	2	2	201027804107	2.094	2	32	2
98	2	2	201027804131	2.094	2	32	1
98	2	2	201027804131	2.094	2	32	2
0	2	2	201027804135	2.094	2	32	1
98	2	2	201027804135	2.094	2	32	2
0	2	2	201027804148	2.094	2	32	1
98	2	2	201027804148	2.094	2	32	2
98	2	2	201027804148	2.094	2	32	3
98	2	1	201027804151	2.094	2	32	1
0	2	1	201027804151	2.094	2	32	2
0	2	1	201027804153	2.094	2	32	1
0	2	1	201027804153	2.094	2	32	2
4	2	1	201027804199	2.094	2	32	1
0	2	2	201027804217	2.094	2	32	1
4	2	2	201027804217	2.094	2	32	2
98	2	2	201027804231	2.094	2	32	1
98	2	2	201027804231	2.094	2	32	2
98	2	4	201027804239	295.198	2	32	1
0	2	4	201027804239	295.198	2	32	2
4	2	2	201027804276	2.094	2	32	1
0	2	3	201027804278	18.842	2	32	1
0	2	2	201027804322	4.617	4	33	1
98	2	2	201027804322	4.617	4	33	2
0	2	1	201027804330	4.617	4	33	1
99	2	4	201027804378	298.471	8	10	1
98	2	4	201027804378	298.471	8	10	2
98	2	6	201027804380	134.793	8	10	1
98	2	6	201027804380	134.793	8	10	2
98	2	5	201027804398	57.769	8	10	1
0	2	5	201027804398	57.769	8	10	2
0	2	5	201027804398	57.769	8	10	3
98	2	1	201027804412	9.628	8	10	1
98	2	1	201027804412	9.628	8	10	2
4	2	1	201027804412	9.628	8	10	3
98	2	1	201027804412	9.628	8	10	4
0	2	5	201027804428	57.769	8	10	1
98	2	6	201027804429	134.793	8	10	1
4	2	6	201027804429	134.793	8	10	2
98	2	4	201027804438	298.471	8	10	1
0	2	4	201027804438	298.471	8	10	2
5	2	3	201027804450	19.256	8	10	1
99	2	3	201027804467	19.256	8	10	1
98	2	2	201027804468	9.628	8	10	1
98	2	2	201027804468	9.628	8	10	2
98	2	5	201027804483	57.769	8	10	1
98	2	5	201027804483	57.769	8	10	2
98	2	3	201027804484	20.936	1	32	1
98	2	6	201027804491	125.616	1	32	1
0	2	4	201027804493	293.104	1	32	1
0	2	2	201027804536	2.094	2	32	1
98	2	5	201027804591	58.621	2	32	1
98	2	6	201027804598	129.803	2	32	1
0	2	1	201027804633	2.094	2	32	1
98	2	2	201027804646	2.094	2	32	1
98	2	2	201027804646	2.094	2	32	2
0	2	1	201027804666	2.094	2	32	1
0	2	4	201027804677	295.198	2	32	1
0	2	4	201027804677	295.198	2	32	2
98	2	4	201027804718	295.462	4	33	1
0	2	4	201027804718	295.462	4	33	2
0	2	6	201027804722	129.265	4	33	1
0	2	6	201027804722	129.265	4	33	2
98	2	6	201027804750	135.489	24	10	1
0	2	6	201027804750	135.489	24	10	2
99	2	4	201027804759	298.075	24	10	1
0	2	2	201027804809	4.617	4	33	1
0	2	2	201027804809	4.617	4	33	2
0	2	2	201027804809	4.617	4	33	3
0	2	3	201027804819	18.466	4	33	1
4	2	5	201027804821	60.016	4	33	1
0	2	2	201027804859	4.617	4	33	1
98	2	2	201027804859	4.617	4	33	2
0	2	4	201027804861	295.462	4	33	1
0	2	4	201027804861	295.462	4	33	2
0	2	4	201027804861	295.462	4	33	3
0	2	6	201027804866	129.265	4	33	1
0	2	6	201027804866	129.265	4	33	2
0	2	6	201027804866	129.265	4	33	3
0	2	6	201027804866	129.265	4	33	4
0	2	6	201027804866	129.265	4	33	5
98	2	6	201027804866	129.265	4	33	6
98	2	2	201027804879	2.094	2	32	1
98	2	2	201027804879	2.094	2	32	2
98	2	2	201027804910	2.094	2	32	1
98	2	2	201027804910	2.094	2	32	2
98	2	2	201027804938	2.094	2	32	1
98	2	2	201027804938	2.094	2	32	2
98	2	2	201027804997	2.094	2	32	1
98	2	2	201027804997	2.094	2	32	2
99	2	2	201027804997	2.094	2	32	3
1	2	2	201027805044	2.094	2	32	1
98	2	2	201027805044	2.094	2	32	2
98	2	4	201027805050	295.198	2	32	1
0	2	4	201027805050	295.198	2	32	2
0	2	6	201027805071	129.803	2	32	1
98	2	2	201027805086	2.094	2	32	1
98	2	2	201027805086	2.094	2	32	2
98	2	2	201027805086	2.094	2	32	3
0	2	1	201027805110	2.094	2	32	1
4	2	2	201027805117	2.094	2	32	1
98	2	2	201027805117	2.094	2	32	2
98	2	2	201027805123	2.094	2	32	1
0	2	2	201027805123	2.094	2	32	2
0	2	2	201027805123	2.094	2	32	3
0	2	2	201027805123	2.094	2	32	4
98	2	2	201027805137	2.094	2	32	1
0	2	2	201027805137	2.094	2	32	2
0	2	2	201027805137	2.094	2	32	3
0	2	2	201027805137	2.094	2	32	4
0	2	2	201027805137	2.094	2	32	5
0	2	2	201027805137	2.094	2	32	6
98	2	2	201027805143	2.094	2	32	1
0	2	2	201027805143	2.094	2	32	2
0	2	5	201027805158	58.621	2	32	1
4	2	1	201027805160	2.094	2	32	1
98	2	2	201027805178	2.094	2	32	1
98	2	2	201027805178	2.094	2	32	2
0	2	2	201027805190	2.094	2	32	1
99	2	2	201027805194	2.094	2	32	1
0	2	2	201027805194	2.094	2	32	2
0	2	2	201027805194	2.094	2	32	3
98	2	2	201027805249	2.094	2	32	1
98	2	2	201027805249	2.094	2	32	2
98	2	4	201027805273	295.198	2	32	1
0	2	4	201027805273	295.198	2	32	2
0	2	4	201027805273	295.198	2	32	3
0	2	4	201027805273	295.198	2	32	4
0	2	2	201027805309	2.094	2	32	1
0	2	3	201027805374	19.256	8	10	1
0	2	4	201027805376	298.471	8	10	1
98	2	4	201027805376	298.471	8	10	2
98	2	1	201027805379	9.628	8	10	1
98	2	1	201027805379	9.628	8	10	2
98	2	3	201027805384	19.256	8	10	1
99	2	4	201027805409	293.104	1	32	1
98	2	6	201027805410	125.616	1	32	1
98	2	6	201027805410	125.616	1	32	2
98	2	5	201027805418	62.808	1	32	1
98	2	5	201027805418	62.808	1	32	2
99	2	4	201027805436	293.104	1	32	1
98	2	4	201027805436	293.104	1	32	2
0	2	6	201027805441	125.616	1	32	1
98	2	6	201027805441	125.616	1	32	2
98	2	4	201027805452	293.104	1	32	1
0	2	4	201027805452	293.104	1	32	2
99	2	3	201027805469	20.936	1	32	1
0	2	3	201027805469	20.936	1	32	2
0	2	4	201027805470	293.104	1	32	1
99	2	6	201027805479	125.616	1	32	1
98	2	6	201027805479	125.616	1	32	2
98	2	3	201027805480	20.936	1	32	1
0	2	3	201027805485	20.936	1	32	1
0	2	5	201027805492	62.808	1	32	1
98	2	4	201027805495	293.104	1	32	1
0	2	1	201027805505	20.936	1	32	1
0	2	3	201027805507	20.936	1	32	1
0	2	3	201027805508	20.936	1	32	1
0	2	5	201027805509	62.808	1	32	1
98	2	5	201027805509	62.808	1	32	2
99	2	6	201027805510	125.616	1	32	1
98	2	6	201027805510	125.616	1	32	2
99	2	3	201027805521	20.936	1	32	1
98	2	3	201027805521	20.936	1	32	2
99	2	4	201027805524	293.104	1	32	1
0	2	4	201027805524	293.104	1	32	2
98	2	4	201027805527	298.075	24	10	1
98	2	4	201027805527	298.075	24	10	2
98	2	3	201027805529	27.098	24	10	1
0	2	3	201027805535	27.098	24	10	1
98	2	3	201027805535	27.098	24	10	2
98	2	4	201027805544	298.075	24	10	1
98	2	4	201027805544	298.075	24	10	2
98	2	1	201027805548	27.098	24	10	1
98	2	1	201027805548	27.098	24	10	2
98	2	6	201027805549	135.489	24	10	1
98	2	6	201027805549	135.489	24	10	2
0	2	4	201027805557	298.075	24	10	1
4	2	5	201027805566	54.195	24	10	1
0	2	5	201027805566	54.195	24	10	2
98	2	2	201027805569	4.617	4	33	1
98	2	2	201027805569	4.617	4	33	2
0	2	1	201027805580	4.617	4	33	1
0	2	2	201027805590	4.617	4	33	1
0	2	2	201027805590	4.617	4	33	2
98	2	2	201027805604	4.617	4	33	1
98	2	2	201027805604	4.617	4	33	2
98	2	2	201027805655	4.617	4	33	1
98	2	2	201027805655	4.617	4	33	2
0	2	4	201027805665	295.462	4	33	1
98	2	2	201027805685	4.617	4	33	1
98	2	2	201027805685	4.617	4	33	2
98	2	6	201027805729	129.265	4	33	1
0	2	6	201027805729	129.265	4	33	2
0	2	4	201027805759	295.462	4	33	1
0	2	4	201027805759	295.462	4	33	2
0	2	5	201027805774	60.016	4	33	1
0	2	5	201027805774	60.016	4	33	2
0	2	5	201027805774	60.016	4	33	3
0	2	5	201027805783	62.808	1	32	1
99	2	6	201027805786	125.616	1	32	1
98	2	6	201027805786	125.616	1	32	2
98	2	5	201027805799	62.808	1	32	1
98	2	5	201027805799	62.808	1	32	2
99	2	4	201027805802	293.104	1	32	1
98	2	4	201027805818	293.104	1	32	1
98	2	4	201027805818	293.104	1	32	2
98	2	3	201027805824	20.936	1	32	1
99	2	3	201027805829	20.936	1	32	1
98	2	6	201027805833	125.616	1	32	1
99	2	6	201027805833	125.616	1	32	2
99	2	4	201027805839	293.104	1	32	1
98	2	4	201027805839	293.104	1	32	2
98	2	4	201027805856	293.104	1	32	1
99	2	6	201027805860	125.616	1	32	1
98	2	6	201027805860	125.616	1	32	2
98	2	1	201027805869	20.936	1	32	1
98	2	1	201027805869	20.936	1	32	2
0	2	1	201027805873	9.628	8	10	1
98	2	4	201027805882	298.075	24	10	1
0	2	4	201027805882	298.075	24	10	2
0	2	4	201027805882	298.075	24	10	3
98	2	5	201027805890	54.195	24	10	1
0	2	5	201027805890	54.195	24	10	2
0	2	5	201027805890	54.195	24	10	3
0	2	2	201027805891	27.098	24	10	1
0	2	2	201027805891	27.098	24	10	2
0	2	4	201027805896	298.075	24	10	1
98	2	4	201027805907	298.075	24	10	1
0	2	4	201027805907	298.075	24	10	2
99	2	1	201027805923	2.094	2	32	1
98	2	6	201027805938	129.803	2	32	1
0	2	6	201027805938	129.803	2	32	2
98	2	2	201027805957	2.094	2	32	1
98	2	2	201027805957	2.094	2	32	2
0	2	2	201027805958	2.094	2	32	1
0	2	2	201027805958	2.094	2	32	2
98	2	2	201027805982	2.094	2	32	1
0	2	2	201027805982	2.094	2	32	2
0	2	2	201027805982	2.094	2	32	3
98	2	2	201027805991	2.094	2	32	1
98	2	2	201027805991	2.094	2	32	2
0	2	3	201027806008	18.842	2	32	1
0	2	2	201027806023	2.094	2	32	1
0	2	1	201027806026	2.094	2	32	1
98	2	1	201027806039	2.094	2	32	1
4	2	1	201027806039	2.094	2	32	2
98	2	2	201027806067	2.094	2	32	1
0	2	2	201027806067	2.094	2	32	2
0	2	2	201027806067	2.094	2	32	3
99	2	5	201027806068	58.621	2	32	1
0	2	4	201027806096	295.198	2	32	1
98	2	2	201027806104	2.094	2	32	1
0	2	2	201027806104	2.094	2	32	2
0	2	2	201027806104	2.094	2	32	3
98	2	2	201027806195	2.094	2	32	1
98	2	2	201027806195	2.094	2	32	2
98	2	2	201027806216	2.094	2	32	1
98	2	2	201027806216	2.094	2	32	2
98	2	2	201027806216	2.094	2	32	3
98	2	2	201027806219	2.094	2	32	1
0	2	2	201027806219	2.094	2	32	2
98	2	1	201027806287	2.094	2	32	1
99	2	1	201027806287	2.094	2	32	2
98	2	4	201027806291	295.198	2	32	1
98	2	4	201027806291	295.198	2	32	2
0	2	6	201027806308	129.803	2	32	1
95	2	6	201027806308	129.803	2	32	2
98	2	3	201027806316	18.842	2	32	1
4	2	3	201027806316	18.842	2	32	2
98	2	6	201027806394	129.265	4	33	1
0	2	6	201027806394	129.265	4	33	2
0	2	4	201027806402	295.462	4	33	1
0	2	4	201027806402	295.462	4	33	2
0	2	2	201027806430	4.617	4	33	1
4	2	2	201027806430	4.617	4	33	2
98	2	2	201027806430	4.617	4	33	3
98	2	2	201027806444	4.617	4	33	1
0	2	2	201027806444	4.617	4	33	2
98	2	2	201027806509	2.094	2	32	1
98	2	2	201027806509	2.094	2	32	2
98	2	1	201027806558	2.094	2	32	1
98	2	1	201027806558	2.094	2	32	2
98	2	2	201027806575	2.094	2	32	1
98	2	2	201027806578	2.094	2	32	1
0	2	2	201027806578	2.094	2	32	2
0	2	2	201027806578	2.094	2	32	3
0	2	2	201027806578	2.094	2	32	4
98	2	4	201027806637	295.198	2	32	1
0	2	4	201027806637	295.198	2	32	2
0	2	5	201027806651	58.621	2	32	1
98	2	2	201027806704	2.094	2	32	1
98	2	2	201027806704	2.094	2	32	2
98	2	2	201027806718	2.094	2	32	1
98	2	2	201027806718	2.094	2	32	2
98	2	2	201027806751	2.094	2	32	1
98	2	2	201027806751	2.094	2	32	2
98	2	2	201027806751	2.094	2	32	3
98	2	2	201027806762	2.094	2	32	1
99	2	2	201027806762	2.094	2	32	2
98	2	4	201027806774	293.104	1	32	1
98	2	4	201027806774	293.104	1	32	2
99	2	3	201027806775	20.936	1	32	1
99	2	5	201027806790	62.808	1	32	1
98	2	5	201027806790	62.808	1	32	2
98	2	1	201027806792	20.936	1	32	1
98	2	1	201027806792	20.936	1	32	2
98	2	4	201027806797	293.104	1	32	1
0	2	4	201027806797	293.104	1	32	2
99	2	6	201027806802	125.616	1	32	1
99	2	6	201027806817	125.616	1	32	1
98	2	6	201027806817	125.616	1	32	2
98	2	4	201027806819	293.104	1	32	1
98	2	4	201027806819	293.104	1	32	2
98	2	6	201027806834	125.616	1	32	1
0	2	6	201027806834	125.616	1	32	2
98	2	4	201027806840	293.104	1	32	1
98	2	4	201027806840	293.104	1	32	2
98	2	6	201027806858	125.616	1	32	1
98	2	6	201027806858	125.616	1	32	2
99	2	4	201027806859	293.104	1	32	1
4	2	3	201027806865	20.936	1	32	1
0	2	3	201027806873	20.936	1	32	1
0	2	3	201027806873	20.936	1	32	2
98	2	4	201027806880	293.104	1	32	1
0	2	4	201027806880	293.104	1	32	2
95	2	6	201027806891	125.616	1	32	1
0	2	6	201027806891	125.616	1	32	2
0	2	4	201027806896	293.104	1	32	1
0	2	5	201027806898	62.808	1	32	1
98	2	5	201027806898	62.808	1	32	2
98	2	6	201027806904	125.616	1	32	1
98	2	6	201027806904	125.616	1	32	2
0	2	6	201027806933	129.265	4	33	1
0	2	6	201027806933	129.265	4	33	2
98	2	2	201027806937	4.617	4	33	1
98	2	2	201027806937	4.617	4	33	2
98	2	4	201027806939	295.462	4	33	1
0	2	4	201027806939	295.462	4	33	2
98	2	1	201027806981	4.617	4	33	1
98	2	1	201027806981	4.617	4	33	2
98	2	5	201027806989	60.016	4	33	1
0	2	5	201027806989	60.016	4	33	2
0	2	5	201027806989	60.016	4	33	3
0	2	5	201027806989	60.016	4	33	4
0	2	5	201027806989	60.016	4	33	5
0	2	4	201027807031	295.462	4	33	1
98	2	6	201027807059	129.265	4	33	1
98	2	6	201027807059	129.265	4	33	2
0	2	3	201027807103	18.842	2	32	1
98	2	2	201027807104	2.094	2	32	1
98	2	2	201027807104	2.094	2	32	2
0	2	2	201027807113	2.094	2	32	1
98	2	2	201027807113	2.094	2	32	2
98	2	2	201027807127	2.094	2	32	1
98	2	2	201027807127	2.094	2	32	2
