MTM_CRSH	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
3	3	3	201027701617	34.715	1	2	61
98	3	3	201027701649	34.715	1	2	61
0	3	3	201027701651	34.715	1	2	61
1	3	3	201027701655	34.715	1	2	61
0	3	3	201027701681	34.715	1	5	61
0	3	3	201027701691	34.715	1	2	61
2	3	3	201027701710	34.715	1	2	61
3	3	3	201027701710	34.715	1	2	61
9	3	3	201027701742	34.715	1	4	61
0	3	4	201027701749	277.718	1	2	61
0	3	3	201027701753	34.715	1	2	61
0	3	3	201027701753	34.715	2	2	61
0	3	3	201027701769	34.715	1	2	61
0	3	3	201027701777	34.715	1	5	61
2	3	3	201027701780	34.715	1	5	61
10	3	3	201027701795	34.715	1	4	61
0	3	3	201027701841	34.715	1	3	61
0	3	3	201027701909	34.715	1	2	61
0	3	3	201027701927	34.715	1	2	61
0	3	3	201027701930	34.715	1	4	61
0	3	3	201027701955	34.715	1	5	61
0	3	3	201027701958	34.715	1	4	61
0	3	3	201027702127	34.715	1	2	61
0	3	3	201027702136	34.715	1	2	61
0	3	3	201027702144	34.715	1	2	61
1	3	3	201027702151	34.715	1	2	61
2	3	3	201027702201	34.715	1	2	61
0	2	3	201027801601	20.936	1	1	32
4	2	3	201027802614	20.936	1	1	32
19	2	3	201027802710	27.098	1	24	10
4	2	3	201027802879	27.098	1	24	10
1	2	3	201027803919	20.936	1	1	32
1	2	3	201027804450	19.256	1	8	10
2	2	3	201027804467	19.256	1	8	10
2	2	3	201027804484	20.936	1	1	32
2	2	3	201027804484	20.936	2	1	32
7	2	3	201027805384	19.256	1	8	10
7	2	3	201027805480	20.936	1	1	32
1	2	3	201027805485	20.936	1	1	32
21	2	4	201027805495	293.104	1	1	32
2	2	3	201027805824	20.936	1	1	32
2	2	3	201027805824	20.936	2	1	32
0	2	3	201027805829	20.936	1	1	32
0	2	3	201027806775	20.936	1	1	32
1	2	4	201027807510	293.104	1	1	32
2	3	3	201027900391	34.715	1	1	61
9	3	3	201027900486	34.715	1	1	61
0	3	2	201027900693	34.715	1	1	61
0	3	3	201027900694	34.715	1	1	61
98	3	3	201027900727	34.715	1	1	61
0	3	3	201027900835	16.665	1	1	42
0	3	3	201027900878	16.665	1	1	42
0	3	3	201027900919	16.665	1	3	42
0	3	3	201027901078	16.665	1	4	42
0	3	3	201027901163	16.665	1	1	42
0	3	3	201027901198	16.665	1	1	42
0	3	3	201027901424	23.804	1	11	42
0	3	3	201027901486	16.665	1	1	42
0	3	3	201027901555	16.665	1	3	42
12	3	3	201027901608	16.665	1	4	42
0	3	3	201027901682	34.715	1	1	61
13	3	3	201027901893	16.665	1	1	42
9	3	3	201027902044	34.715	1	1	61
2	3	3	201027902051	34.715	1	1	61
2	3	3	201027902124	34.715	1	1	61
0	3	3	201027902326	16.665	1	4	42
2	3	3	201027902416	16.665	1	1	42
98	3	3	201027902618	16.665	1	1	42
1	3	3	201027902752	22.362	1	10	42
98	3	3	201027902990	34.715	1	1	61
0	3	3	201027903007	34.715	1	1	61
2	3	3	201027903013	34.715	1	1	61
0	3	3	201027903153	16.665	1	3	42
10	3	3	201027903239	34.715	1	1	61
1	3	3	201027903368	16.665	1	1	42
12	3	3	201027903500	16.665	1	1	42
0	3	4	201027903583	295.8	1	4	42
0	3	3	201027903635	34.715	1	1	61
0	3	3	201027903681	16.665	1	2	42
17	3	4	201027903772	295.8	1	1	42
2	3	3	201027903811	16.665	1	1	42
10	3	3	201027903923	16.665	1	3	42
2	3	3	201027903953	34.715	1	1	61
0	3	3	201027903957	34.715	1	1	61
0	3	3	201027904138	16.665	1	4	42
0	3	3	201027904214	22.362	1	10	42
2	3	3	201027904405	16.665	1	2	42
2	3	3	201027904405	16.665	2	2	42
0	3	3	201027904650	16.665	1	3	42
2	3	3	201027904683	34.715	1	1	61
0	3	3	201027904886	16.665	1	1	42
0	3	3	201027904963	16.665	1	1	42
0	3	3	201027905045	34.715	1	1	61
0	3	3	201027905129	23.804	1	11	42
4	3	3	201027905480	16.665	1	1	42
2	3	3	201027905620	23.804	1	11	42
3	3	3	201027905620	23.804	1	11	42
10	3	3	201027905620	23.804	1	11	42
0	3	3	201027905840	34.715	1	1	61
2	3	3	201027905922	16.665	1	2	42
2	3	2	201027906008	4.166	1	3	42
21	3	2	201027906075	4.166	1	3	42
0	3	3	201027906086	34.715	1	1	61
0	3	3	201027906304	16.665	1	1	42
0	3	3	201027906400	34.715	1	1	61
3	3	3	201027906414	34.715	1	1	61
0	3	3	201027906496	16.665	1	1	42
0	3	3	201027906594	16.665	1	3	42
12	3	2	201027906654	4.166	1	2	42
0	3	3	201027906655	16.665	1	2	42
9	3	3	201027906952	34.715	1	1	61
12	3	3	201027907188	16.665	1	3	42
1	3	3	201027907741	23.804	1	11	42
0	3	3	201027907756	23.804	1	11	42
9	3	3	201027908122	23.804	1	11	42
0	3	3	201027908381	34.715	1	1	61
2	3	3	201027908665	16.665	1	4	42
3	3	3	201027908665	16.665	1	4	42
0	3	3	201027908766	16.665	1	1	42
0	3	3	201027908882	16.665	1	1	42
0	3	3	201027908931	16.665	1	1	42
2	3	3	201027909096	16.665	1	2	42
2	3	3	201027909334	34.715	1	1	61
0	3	6	201027909367	138.859	1	1	61
2	3	3	201027909583	16.665	1	3	42
2	3	3	201027909700	16.665	1	2	42
0	3	3	201027909782	16.665	1	4	42
2	3	3	201027909857	16.665	1	1	42
98	3	3	201027909962	34.715	1	1	61
0	3	3	201027910261	34.715	1	1	61
98	3	3	201027910273	34.715	1	1	61
98	3	3	201027910273	34.715	2	1	61
2	3	3	201027910283	34.715	1	1	61
0	3	3	201027910443	16.665	1	4	42
0	3	3	201027911200	16.665	1	1	42
0	3	3	201027911313	16.665	1	4	42
0	3	3	201027911361	34.715	1	1	61
2	3	3	201027911375	34.715	1	1	61
0	3	3	201027911393	34.715	1	1	61
0	3	3	201027911395	34.715	1	1	61
2	3	3	201027911566	16.665	1	1	42
0	3	3	201027911812	16.665	1	1	42
0	3	3	201027911812	16.665	2	1	42
0	3	3	201027911824	34.715	1	1	61
2	3	3	201027911890	16.665	1	2	42
98	3	3	201027912091	16.665	1	1	42
98	3	3	201027912181	23.804	1	11	42
9	3	3	201027912185	23.804	1	11	42
0	3	3	201027912291	16.665	1	3	42
1	3	3	201027912651	16.665	1	1	42
1	3	3	201027912818	16.665	1	4	42
2	3	3	201027912818	16.665	1	4	42
0	3	1	201027912872	4.166	1	1	42
0	3	3	201027912932	34.715	1	1	61
0	3	3	201027912937	34.715	1	1	61
2	3	3	201027913255	34.715	1	1	61
0	3	3	201027913397	16.665	1	1	42
21	3	3	201027913581	16.665	1	1	42
98	3	3	201027913709	34.715	1	1	61
10	3	3	201027913718	34.715	1	1	61
2	3	3	201027913720	34.715	1	1	61
1	3	3	201027913979	16.665	1	3	42
2	3	3	201027913979	16.665	1	3	42
2	3	3	201027914168	16.665	1	2	42
0	3	3	201027914204	34.715	1	1	61
2	3	3	201027914213	34.715	1	1	61
0	3	3	201027914293	16.665	1	1	42
1	3	3	201027914564	23.804	1	11	42
0	3	3	201027914760	34.715	1	1	61
2	3	3	201027914789	34.715	1	1	61
0	3	3	201027915348	16.665	1	1	42
0	3	3	201027915398	16.665	1	1	42
0	3	3	201027915604	16.665	1	4	42
2	3	3	201027915749	34.715	1	1	61
12	3	3	201027915869	16.665	1	1	42
0	3	3	201027916548	16.665	1	1	42
0	3	3	201027916548	16.665	2	1	42
0	3	3	201027916690	16.665	1	3	42
0	3	3	201027917054	16.665	1	4	42
2	3	3	201027917112	16.665	1	1	42
0	3	3	201027917215	16.665	1	1	42
0	3	3	201027917371	16.665	1	1	42
9	3	3	201027920496	34.715	1	1	61
0	3	3	201027920511	34.715	1	1	61
0	3	3	201027920519	34.715	1	1	61
0	3	3	201027920523	34.715	1	1	61
0	3	3	201027920529	34.715	1	1	61
0	3	3	201027920586	34.715	1	1	61
0	3	3	201027920588	34.715	1	1	61
0	3	3	201027920595	34.715	1	1	61
0	3	4	201027920612	277.718	1	1	61
0	3	3	201027920626	34.715	1	1	61
1	3	3	201027920737	34.715	1	1	61
99	3	3	201027921034	16.665	1	2	42
5	3	3	201028000402	161.621	1	1	28
19	3	3	201028000527	161.621	1	1	28
0	3	3	201028000640	161.621	1	1	28
4	2	3	201028100438	61.524	1	3	31
0	2	4	201028100718	307.622	1	4	31
1	2	3	201028100944	61.524	1	3	31
0	2	4	201028100947	307.622	1	3	31
17	2	3	201028100961	61.524	1	3	31
1	2	3	201028101045	43.973	1	5	29
12	2	3	201028101045	43.973	1	5	29
0	2	3	201028101196	61.524	1	3	31
9	2	3	201028101402	61.524	1	3	31
16	2	3	201028101419	38.981	1	4	29
21	2	3	201028101419	38.981	1	4	29
9	2	3	201028101420	38.981	1	4	29
0	2	4	201028101500	243.213	1	10	29
2	2	3	201028101578	61.524	1	3	31
17	2	3	201028101578	61.524	1	3	31
1	2	3	201028101584	61.524	1	3	31
2	2	3	201028101613	43.973	1	5	29
19	2	3	201028101613	43.973	1	5	29
0	2	3	201028101986	61.524	1	3	31
0	2	3	201028102070	43.973	1	5	29
98	2	3	201028102100	121.606	1	10	29
0	2	5	201028102272	43.973	1	5	29
9	2	3	201028102296	38.981	1	4	29
0	2	4	201028102332	243.213	1	10	29
6	2	4	201028102350	243.213	1	10	29
0	2	3	201028103112	43.973	1	5	29
12	2	3	201028200796	22.639	1	1	30
1	2	3	201028201266	22.639	1	1	30
0	2	3	201028201320	22.639	1	1	30
0	2	3	201028201340	22.639	1	1	30
0	2	3	201028201363	22.639	1	1	30
99	2	3	201028201635	22.639	1	1	30
1	2	3	201028201881	22.639	1	1	30
1	2	3	201028201900	22.639	1	1	30
2	2	2	201028202284	61.524	1	1	31
12	2	2	201028202284	61.524	1	1	31
1	2	3	201028202415	22.639	1	1	30
1	2	3	201028202553	22.639	1	1	30
1	2	3	201028202578	22.639	1	1	30
99	2	3	201028202698	22.639	1	1	30
1	2	3	201028202750	22.639	1	1	30
12	2	3	201028202750	22.639	1	1	30
21	2	3	201028202882	17.183	1	2	29
2	2	3	201028202993	22.639	1	1	30
3	2	3	201028202993	22.639	1	1	30
99	2	3	201028203063	16.996	1	2	30
7	2	3	201028203403	17.183	1	1	29
1	2	3	201028203500	22.639	1	1	30
4	2	3	201028203558	22.639	1	1	30
21	2	3	201028203844	22.639	1	1	30
0	2	3	201028203863	22.639	1	1	30
0	2	3	201028204137	22.639	1	1	30
5	2	4	201028204252	294.303	1	1	30
0	2	3	201028204298	22.639	1	1	30
0	2	3	201028205133	22.639	1	1	30
0	2	3	201028205528	22.639	1	1	30
4	2	3	201028205796	22.639	1	1	30
0	2	3	201028205965	22.639	1	1	30
0	2	3	201028206091	22.639	1	1	30
9	2	4	201028206145	294.303	1	1	30
98	2	3	201028206275	22.639	1	1	30
0	2	3	201028206462	22.639	1	1	30
9	2	3	201028206749	22.639	1	1	30
19	2	3	201028206749	22.639	1	1	30
0	2	3	201028206818	22.639	1	1	30
1	2	3	201028206855	22.639	1	1	30
2	2	3	201028206855	22.639	1	1	30
12	2	3	201028206855	22.639	1	1	30
10	2	3	201028206906	22.639	1	1	30
2	2	3	201028207300	22.639	1	1	30
1	2	3	201028207352	22.639	1	1	30
2	2	3	201028207386	22.639	1	1	30
3	2	3	201028207386	22.639	1	1	30
0	2	3	201028207515	17.183	1	1	29
0	2	3	201028207515	17.183	2	1	29
0	2	3	201028207515	17.183	3	1	29
9	2	3	201028207666	22.639	1	1	30
2	2	3	201028207791	22.639	1	1	30
10	2	3	201028207791	22.639	1	1	30
12	2	3	201028207791	22.639	1	1	30
0	2	3	201028207859	22.639	1	1	30
0	2	3	201028207859	22.639	2	1	30
21	2	3	201028208200	22.639	1	1	30
17	2	3	201028208276	22.639	1	1	30
0	2	6	201028208440	124.513	1	1	30
2	2	3	201028208446	22.639	1	1	30
1	2	3	201028208482	22.639	1	1	30
2	2	3	201028208498	22.639	1	1	30
3	2	3	201028208498	22.639	1	1	30
0	2	5	201028208530	57.786	1	3	30
1	2	3	201028208575	22.639	1	1	30
2	2	3	201028208575	22.639	1	1	30
2	2	3	201028208636	22.639	1	1	30
10	2	3	201028208636	22.639	1	1	30
0	2	3	201028208824	16.996	1	2	30
1	2	3	201028209112	22.639	1	1	30
2	2	3	201028209112	22.639	1	1	30
12	2	3	201028209112	22.639	1	1	30
0	2	3	201028209425	17.183	1	1	29
0	2	3	201028209558	22.639	1	1	30
1	2	3	201028209589	22.639	1	1	30
12	2	3	201028209589	22.639	1	1	30
0	2	3	201028209630	22.639	1	1	30
2	2	3	201028209745	22.639	1	1	30
3	2	3	201028209745	22.639	1	1	30
9	2	3	201028209745	22.639	1	1	30
1	2	3	201028209751	22.639	1	1	30
12	2	3	201028209751	22.639	1	1	30
2	2	3	201028209797	22.639	1	1	30
3	2	3	201028209797	22.639	1	1	30
17	2	3	201028209797	22.639	1	1	30
99	2	3	201028210132	22.639	1	1	30
2	2	3	201028210728	22.639	1	1	30
12	2	3	201028210728	22.639	1	1	30
0	2	3	201028210752	22.639	1	1	30
2	2	3	201028210793	22.639	1	1	30
12	2	3	201028210793	22.639	1	1	30
1	2	3	201028210846	22.639	1	1	30
12	2	3	201028210846	22.639	1	1	30
1	2	4	201028210984	294.303	1	1	30
2	2	4	201028210984	294.303	1	1	30
9	2	4	201028210984	294.303	1	1	30
1	2	3	201028211234	22.639	1	1	30
1	2	3	201028211357	22.639	1	1	30
12	2	3	201028211357	22.639	1	1	30
21	2	3	201028211454	22.639	1	1	30
1	2	3	201028211506	61.524	1	1	31
2	2	3	201028211506	61.524	1	1	31
0	2	4	201028212453	294.303	1	1	30
2	2	3	201028213406	22.639	1	1	30
12	2	3	201028213406	22.639	1	1	30
1	3	3	201028300375	79.655	1	1	51
2	3	3	201028300375	79.655	1	1	51
6	3	3	201028300512	79.655	1	1	51
1	3	3	201028300929	79.655	1	1	51
1	3	3	201028300936	79.655	1	1	51
1	3	3	201028301374	79.655	1	1	51
2	3	3	201028301374	79.655	1	1	51
0	3	3	201028301589	79.655	1	1	51
0	3	3	201028301589	79.655	2	1	51
19	3	3	201028301616	79.655	1	1	51
15	3	3	201028301757	79.655	1	1	51
0	3	3	201028301834	79.655	1	1	51
12	3	3	201028301948	79.655	1	1	51
2	3	3	201028302202	79.655	1	1	51
6	3	3	201028302202	79.655	1	1	51
0	3	3	201028302240	79.655	1	1	51
0	3	3	201028302242	79.655	1	1	51
2	3	3	201028302257	79.655	1	1	51
1	3	3	201028302539	79.655	1	1	51
2	3	3	201028302539	79.655	1	1	51
15	3	3	201028302622	79.655	1	1	51
2	3	3	201028302670	79.655	1	1	51
0	3	4	201028302747	318.62	1	1	51
1	3	3	201028302876	79.655	1	1	51
2	3	3	201028302876	79.655	1	1	51
1	3	3	201028302915	79.655	1	1	51
2	3	3	201028302915	79.655	1	1	51
21	3	3	201028303071	79.655	1	1	51
0	3	3	201028303101	79.655	1	1	51
0	3	4	201028303242	318.62	1	1	51
9	3	3	201028303486	79.655	1	1	51
18	3	3	201028400496	24.553	1	3	62
2	3	4	201028400550	294.636	1	2	62
10	3	4	201028400550	294.636	1	2	62
13	3	4	201028400550	294.636	1	2	62
14	3	4	201028400550	294.636	1	2	62
2	3	3	201028400623	24.553	1	3	62
19	3	1	201028400937	13.962	1	1	63
1	3	3	201028401528	24.553	1	2	62
12	3	3	201028401528	24.553	1	2	62
2	3	3	201028401563	24.553	1	3	62
10	3	3	201028401563	24.553	1	3	62
0	3	3	201028401730	24.553	1	3	62
0	3	3	201028402030	13.962	1	1	63
99	3	3	201028402044	13.962	1	1	63
9	3	3	201028402061	13.962	1	1	63
2	3	3	201028402115	24.553	1	3	62
3	3	3	201028402115	24.553	1	3	62
0	3	3	201028402156	13.962	1	1	63
1	3	3	201028402210	13.962	1	1	63
2	3	3	201028402210	13.962	1	1	63
0	3	3	201028402226	13.962	1	1	63
0	3	1	201028402301	13.962	1	1	63
2	3	3	201028402403	40.029	1	6	62
3	3	3	201028402403	40.029	1	6	62
9	3	3	201028402403	40.029	1	6	62
0	3	3	201028402486	13.962	1	1	63
0	3	3	201028402493	13.962	1	1	63
10	3	3	201028403238	13.962	1	1	63
1	3	3	201028403254	13.962	1	1	63
12	3	3	201028403254	13.962	1	1	63
0	3	3	201028404123	13.962	1	1	63
0	3	3	201028404123	13.962	2	1	63
12	3	3	201028404400	13.962	1	1	63
0	3	3	201028404408	13.962	1	1	63
0	3	3	201028404442	13.962	1	1	63
5	3	3	201028404450	13.962	1	1	63
0	3	3	201028404618	13.962	1	1	63
6	3	3	201028404634	13.962	1	1	63
1	3	3	201028404786	13.962	1	1	63
12	3	3	201028404786	13.962	1	1	63
21	3	3	201028405008	13.962	1	1	63
2	3	3	201028405042	13.962	1	1	63
98	3	3	201028405142	70.848	1	8	62
1	3	3	201028405561	13.962	1	1	63
2	3	3	201028405561	13.962	1	1	63
1	3	4	201028405570	293.202	1	1	63
2	3	4	201028405570	293.202	1	1	63
1	3	3	201028405729	13.962	1	1	63
2	3	3	201028405740	13.962	1	1	63
4	3	3	201028405746	13.962	1	1	63
13	3	3	201028405839	13.962	1	1	63
0	3	3	201028405946	13.962	1	1	63
2	3	3	201028406091	13.962	1	1	63
12	3	3	201028406091	13.962	1	1	63
2	3	3	201028406259	24.553	1	4	62
4	3	3	201028406259	24.553	1	4	62
1	3	3	201028406293	13.962	1	1	63
2	3	3	201028406293	13.962	1	1	63
0	3	3	201028406312	13.962	1	1	63
1	3	3	201028406323	13.962	1	1	63
2	3	3	201028406323	13.962	1	1	63
9	3	3	201028406455	13.962	1	1	63
2	3	3	201028406490	13.962	1	1	63
12	3	3	201028406490	13.962	1	1	63
10	3	3	201028406491	13.962	1	1	63
1	3	3	201028406961	13.962	1	1	63
2	3	3	201028406961	13.962	1	1	63
0	3	3	201028407049	24.553	1	3	62
0	3	3	201028407081	13.962	1	1	63
1	3	4	201028407101	293.202	1	1	63
2	3	4	201028407101	293.202	1	1	63
12	3	4	201028407101	293.202	1	1	63
2	3	3	201028407105	13.962	1	1	63
4	3	3	201028407378	13.962	1	1	63
2	3	3	201028407422	13.962	1	1	63
3	3	3	201028407422	13.962	1	1	63
0	3	3	201028407496	13.962	1	1	63
2	3	3	201028407580	13.962	1	1	63
21	3	3	201028407798	13.962	1	1	63
0	3	3	201028408093	13.962	1	1	63
0	3	3	201028408093	13.962	2	1	63
21	3	3	201028408093	13.962	3	1	63
9	3	3	201028408608	13.962	1	1	63
2	3	3	201028408785	24.553	1	4	62
19	3	3	201028408785	24.553	1	4	62
13	3	3	201028408789	24.553	1	4	62
14	3	3	201028408789	24.553	1	4	62
15	3	3	201028408789	24.553	1	4	62
2	3	3	201028409033	13.962	1	1	63
0	3	3	201028409101	13.962	1	1	63
98	3	3	201028409860	13.962	1	1	63
0	3	3	201028409947	13.962	1	1	63
2	3	3	201028410000	13.962	1	1	63
0	3	3	201028410001	13.962	1	1	63
2	3	3	201028410064	13.962	1	1	63
12	3	3	201028410064	13.962	1	1	63
2	3	3	201028410097	13.962	1	1	63
9	3	3	201028410108	13.962	1	1	63
0	3	5	201028410149	55.848	1	1	63
9	3	3	201028500747	18.881	1	1	64
1	3	3	201028501419	18.881	1	1	64
12	3	3	201028501419	18.881	1	1	64
0	3	3	201028501700	18.881	1	1	64
12	3	3	201028501934	18.881	1	1	64
12	3	3	201028502520	18.881	1	2	64
10	3	3	201028503110	18.881	1	1	64
19	3	3	201028503341	18.881	1	1	64
0	3	5	201028504474	56.642	1	2	64
99	3	3	201028505050	18.881	1	1	64
2	3	4	201028505201	292.652	1	1	64
4	3	3	201028505204	18.881	1	1	64
21	3	3	201028505204	18.881	1	1	64
99	3	3	201028505301	18.881	1	1	64
2	3	3	201028505905	18.881	1	1	64
2	3	3	201028505976	18.881	1	1	64
3	3	3	201028505976	18.881	1	1	64
2	3	3	201028505990	18.881	1	1	64
3	3	3	201028505990	18.881	1	1	64
9	3	3	201028506184	18.881	1	1	64
21	3	3	201028506184	18.881	1	1	64
0	3	3	201028506283	18.881	1	1	64
2	3	3	201028506859	18.881	1	1	64
19	3	3	201028506859	18.881	1	1	64
2	3	3	201028507121	18.881	1	1	64
1	3	3	201028507313	18.881	1	1	64
2	3	3	201028507313	18.881	1	1	64
0	3	3	201028507553	18.881	1	1	64
16	3	3	201028507924	18.881	1	1	64
21	3	3	201028507924	18.881	1	1	64
4	3	3	201028507957	18.881	1	1	64
6	3	3	201028507957	18.881	1	1	64
9	3	3	201028508272	18.881	1	1	64
19	3	3	201028508272	18.881	1	1	64
0	3	2	201028508307	4.72	1	2	64
14	3	3	201028508782	18.881	1	1	64
0	3	3	201028509070	18.881	1	1	64
0	3	3	201028509207	18.881	1	1	64
15	3	3	201028509343	18.881	1	1	64
1	3	3	201028509504	18.881	1	1	64
2	3	3	201028509504	18.881	1	1	64
0	3	3	201028509632	18.881	1	1	64
0	3	2	201028509895	4.72	3	2	64
0	3	2	201028509895	4.72	4	2	64
0	3	3	201028510072	18.881	1	1	64
0	3	2	201028510473	4.72	1	2	64
2	2	3	201028701563	12.347	1	3	71
3	2	3	201028701563	12.347	1	3	71
9	2	3	201028701571	12.347	1	5	71
0	2	4	201028701728	324.523	1	10	71
2	2	3	201028701778	12.347	1	1	71
17	2	3	201028701825	12.347	1	1	71
9	2	3	201028701956	12.347	1	2	71
9	2	3	201028701957	12.347	1	2	71
9	2	3	201028702238	12.347	1	5	71
2	2	3	201028702548	12.347	1	3	71
3	2	3	201028702548	12.347	1	3	71
2	2	3	201028702749	12.347	1	3	71
0	2	3	201028702877	12.347	1	1	71
1	2	3	201028702912	12.347	1	2	71
2	2	3	201028702912	12.347	1	2	71
2	2	3	201028702965	12.347	1	2	71
14	2	3	201028702965	12.347	1	2	71
21	2	3	201028703009	12.347	1	4	71
18	2	3	201028703067	12.347	1	4	71
0	2	3	201028703149	12.347	1	2	71
0	2	3	201028703154	12.347	1	2	71
21	2	3	201028703224	12.347	1	5	71
99	2	3	201028703231	12.347	1	5	71
0	2	3	201028703266	81.131	1	10	71
0	2	3	201028703285	81.131	1	10	71
0	2	3	201028703358	12.347	1	2	71
0	2	3	201028703358	12.347	2	2	71
0	2	3	201028703358	12.347	3	2	71
1	2	3	201028703418	12.347	1	2	71
2	2	3	201028703418	12.347	1	2	71
9	2	3	201028703452	12.347	1	3	71
19	2	3	201028703780	12.347	1	4	71
2	2	3	201028703791	81.131	1	10	71
6	2	3	201028703791	81.131	1	10	71
12	2	3	201028703791	81.131	1	10	71
17	2	3	201028703791	81.131	1	10	71
0	2	3	201028703801	81.131	1	10	71
1	2	3	201028703878	12.347	1	2	71
2	2	3	201028703878	12.347	1	2	71
2	2	3	201028703915	12.347	1	5	71
9	2	3	201028703915	12.347	1	5	71
5	2	3	201028704221	12.347	1	4	71
2	2	3	201028704355	12.347	1	2	71
19	2	3	201028704422	12.347	1	5	71
2	2	3	201028704467	12.347	1	1	71
12	2	3	201028704467	12.347	1	1	71
0	2	3	201028704540	81.131	1	10	71
0	2	3	201028704562	81.131	1	10	71
6	2	3	201028705271	12.347	1	2	71
2	4	3	201028800478	18.305	1	5	77
19	4	2	201028800673	3.661	1	2	77
0	4	3	201028800866	18.305	1	2	77
2	4	3	201028800982	14.644	1	1	77
0	4	3	201028801132	14.644	1	1	77
2	4	3	201028801176	14.644	1	1	77
0	4	3	201028801358	14.644	1	1	77
0	4	3	201028801371	14.644	1	1	77
16	4	3	201028801380	14.644	1	1	77
13	4	3	201028801417	14.644	1	1	77
0	4	3	201028801425	14.644	1	1	77
2	4	3	201028801463	14.644	1	1	77
3	4	3	201028801463	14.644	1	1	77
0	4	3	201028802068	14.644	1	1	77
0	4	3	201028802111	14.644	1	1	77
9	4	3	201028802154	14.644	1	1	77
0	4	3	201028802209	14.644	1	1	77
0	4	3	201028802215	14.644	1	1	77
0	4	3	201028802340	18.305	1	5	77
0	4	3	201028802526	18.305	1	2	77
0	4	3	201028802684	18.305	1	2	77
2	4	3	201028803004	14.644	1	1	77
9	4	3	201028803004	14.644	1	1	77
0	4	3	201028803014	14.644	1	1	77
1	4	3	201028803339	18.305	1	2	77
2	4	3	201028803631	14.644	1	1	77
0	4	3	201028803645	14.644	1	1	77
0	4	3	201028803710	14.644	1	1	77
2	4	3	201028803828	14.644	1	1	77
17	4	3	201028803828	14.644	1	1	77
2	4	3	201028803845	14.644	1	1	77
3	4	3	201028803845	14.644	1	1	77
0	4	2	201028803946	7.322	1	1	77
0	4	3	201028803953	14.644	1	1	77
0	4	3	201028804014	14.644	1	1	77
0	4	3	201028804127	14.644	1	1	77
0	4	3	201028804129	14.644	1	1	77
1	4	3	201028804351	18.305	1	2	77
0	4	3	201028804410	14.644	1	1	77
0	4	2	201028804448	7.322	1	1	77
19	4	3	201028804636	14.644	1	1	77
2	4	3	201028804824	14.644	1	1	77
2	4	3	201028805106	18.305	1	2	77
2	4	3	201028805157	14.644	1	1	77
7	4	3	201028805157	14.644	1	1	77
0	4	3	201028805337	14.644	1	1	77
0	4	3	201028805386	18.305	1	2	77
0	4	3	201028805453	18.305	1	2	77
0	4	3	201028805736	14.644	1	1	77
0	4	3	201028805880	14.644	1	1	77
10	4	3	201028805918	14.644	1	1	77
0	4	3	201028805934	14.644	1	1	77
2	4	3	201028806001	14.644	1	1	77
2	4	3	201028806093	14.644	1	1	77
2	4	3	201028806187	14.644	1	1	77
12	4	3	201028806187	14.644	1	1	77
2	4	3	201028806187	14.644	2	1	77
12	4	3	201028806187	14.644	2	1	77
0	4	3	201028806566	14.644	1	1	77
0	4	3	201028806618	14.644	1	1	77
0	4	3	201028806630	14.644	1	1	77
0	4	2	201028806818	3.661	1	3	77
1	4	3	201028806838	14.644	1	1	77
2	4	3	201028806838	14.644	1	1	77
3	4	3	201028806838	14.644	1	1	77
0	4	3	201028806925	18.305	1	5	77
7	4	3	201028807168	14.644	1	1	77
0	4	3	201028807211	14.644	1	1	77
1	4	3	201028807559	14.644	1	1	77
12	4	3	201028807559	14.644	1	1	77
0	4	3	201028807562	14.644	1	1	77
0	4	3	201028807606	14.644	1	1	77
0	4	3	201028807649	14.644	1	1	77
0	4	3	201028807664	14.644	1	1	77
2	4	3	201028807868	14.644	1	1	77
2	4	3	201028808024	14.644	1	1	77
3	4	3	201028808024	14.644	1	1	77
0	4	3	201028808047	14.644	1	1	77
0	4	3	201028808047	14.644	2	1	77
15	4	3	201028808067	14.644	1	1	77
0	4	3	201028808108	14.644	1	1	77
0	4	3	201028808511	14.644	1	1	77
2	4	3	201028808532	14.644	1	1	77
0	4	3	201028808538	14.644	1	1	77
0	4	3	201028808586	14.644	1	1	77
0	4	3	201028808658	14.644	1	1	77
1	4	3	201028808956	18.305	1	3	77
12	4	3	201028808956	18.305	1	3	77
19	4	3	201028808956	18.305	1	3	77
0	4	3	201028809266	14.644	1	1	77
1	4	3	201028809301	14.644	1	1	77
2	4	3	201028809362	14.644	1	1	77
6	4	3	201028809362	14.644	1	1	77
2	4	3	201028809395	14.644	1	1	77
12	4	3	201028809395	14.644	1	1	77
2	4	3	201028809409	14.644	1	1	77
12	4	3	201028809409	14.644	1	1	77
2	4	3	201028809456	14.644	1	1	77
12	4	3	201028809456	14.644	1	1	77
1	4	3	201028809716	14.644	1	1	77
2	4	3	201028809775	14.644	1	1	77
1	4	3	201028810037	14.644	1	1	77
12	4	3	201028810037	14.644	1	1	77
7	4	3	201028810082	14.644	1	1	77
12	4	3	201028810082	14.644	1	1	77
13	4	3	201028810082	14.644	1	1	77
14	4	3	201028810082	14.644	1	1	77
0	4	3	201028810144	14.644	1	1	77
0	4	3	201028810169	14.644	1	1	77
1	4	3	201028900803	19.688	1	2	80
2	4	3	201028900803	19.688	1	2	80
