MACTION	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
98	4	3	200920805554	13.337	1	4	97
0	4	3	200920805610	13.337	1	3	97
22	4	3	200920805703	19.663	1	11	96
21	4	3	200920805912	15.507	1	8	96
0	4	3	200920806191	20.219	1	18	96
0	4	3	200920806623	18.355	1	20	96
21	4	3	200920806849	13.337	1	9	97
21	4	3	200920806863	13.337	1	3	97
21	4	3	200920806920	13.337	1	2	97
10	4	3	200920806937	13.337	1	2	97
10	4	4	200920807423	303.067	1	43	96
21	4	3	200920807431	15.951	1	43	96
22	4	3	200920807431	15.951	1	43	96
0	4	3	200920807616	18.366	1	6	96
7	4	3	200920807691	19.194	1	33	96
5	4	3	200920808100	13.337	1	1	97
7	4	3	200920808100	13.337	1	1	97
10	4	3	200920808200	13.337	1	2	97
98	4	3	200920808709	18	1	3	96
24	4	3	200920808821	20.219	1	18	96
29	4	3	200920808821	20.219	1	18	96
0	4	3	200920809226	18.355	1	20	96
22	4	3	200920809237	18.355	1	20	96
10	4	3	200920809526	13.337	1	4	97
10	4	3	200920809541	13.337	1	4	97
98	4	3	200920809541	13.337	1	4	97
7	4	3	200920809638	13.337	1	2	97
5	4	3	200920809643	13.337	1	2	97
7	4	3	200920809643	13.337	1	2	97
22	4	3	200920809687	20.539	1	5	97
0	4	4	200920809692	308.089	1	5	97
7	4	3	200920810023	15.507	1	8	96
0	4	3	200920810073	15.951	1	43	96
22	4	3	200920810127	18.366	1	6	96
0	4	3	200920810168	19.194	1	33	96
10	4	3	200920810677	18.355	1	20	96
98	4	3	200920810677	18.355	1	20	96
0	4	3	200920810691	18.355	1	20	96
0	4	3	200920810737	18.355	1	20	96
10	4	3	200920810755	18.355	1	20	96
98	4	3	200920810755	18.355	1	20	96
22	4	3	200920810918	13.337	1	3	97
10	4	3	200920811018	13.337	1	2	97
0	4	3	200920811558	20.219	1	18	96
98	4	3	200920812194	18.355	1	20	96
4	4	3	200920812529	20.539	1	5	97
7	4	3	200920812554	13.337	1	4	97
8	4	3	200920812554	13.337	1	4	97
7	4	4	200920812558	306.756	1	4	97
8	4	4	200920812558	306.756	1	4	97
98	4	3	200920812622	13.337	1	3	97
0	4	3	200920813033	19.663	1	11	96
0	4	3	200920813033	19.663	2	11	96
0	4	5	200920813074	63.804	1	43	96
0	4	5	200920813074	63.804	2	43	96
0	4	3	200920813084	15.951	1	43	96
10	4	3	200920813098	15.951	1	43	96
0	4	3	200920813166	13.337	1	1	97
10	4	3	200920813361	13.337	1	4	97
0	4	3	200920813397	13.337	1	3	97
0	4	3	200920813397	13.337	2	3	97
1	4	3	200920814342	20.219	1	18	96
2	4	3	200920814342	20.219	1	18	96
0	4	4	200920814392	312.031	1	20	96
0	4	4	200920814617	310	1	1	96
0	4	5	200920914710	55.318	1	1	78
0	4	5	200920914710	55.318	2	1	78
7	4	3	200920914720	55.318	1	1	78
8	4	3	200920914720	55.318	1	1	78
0	4	3	200920914802	55.318	1	1	78
5	4	3	200920915137	55.318	1	1	78
7	4	3	200920915153	55.318	1	1	78
28	4	3	200920915260	55.318	1	1	78
10	4	3	200920915324	55.318	1	1	78
0	4	3	200920915438	55.318	1	1	78
7	4	3	200920915439	55.318	1	1	78
8	4	3	200920915439	55.318	1	1	78
98	4	3	200920915548	55.318	1	1	78
0	4	3	200920915626	55.318	1	1	78
21	4	3	200920915699	55.318	1	2	78
24	4	3	200920915699	55.318	1	2	78
27	4	3	200920915725	55.318	1	1	78
22	4	3	200920915730	55.318	1	1	78
24	4	3	200920915730	55.318	1	1	78
0	4	4	200920915741	331.906	1	1	78
0	4	3	200920915750	55.318	1	1	78
0	4	3	200920915758	55.318	1	1	78
21	4	3	200920915773	55.318	1	1	78
22	4	3	200920915773	55.318	1	1	78
24	4	3	200920915773	55.318	1	1	78
98	4	3	200920915780	55.318	1	3	78
99	4	3	200920915781	55.318	1	3	78
22	4	3	200920915853	55.318	1	1	78
0	4	3	200920916018	55.318	1	1	78
7	4	3	200920916025	55.318	1	1	78
10	4	3	200920916025	55.318	1	1	78
7	4	3	200920916049	55.318	1	1	78
7	4	3	200920916072	55.318	1	1	78
10	4	3	200920916118	55.318	1	1	78
98	4	3	200920916118	55.318	1	1	78
0	4	3	200920916132	55.318	1	1	78
0	4	3	200920916132	55.318	2	1	78
0	4	3	200920916132	55.318	3	1	78
0	4	3	200920916132	55.318	4	1	78
99	4	3	200920916292	55.318	1	1	78
99	4	3	200920916337	55.318	1	1	78
0	4	3	200920916353	55.318	1	1	78
3	4	3	200920916426	55.318	1	1	78
5	4	3	200920916426	55.318	1	1	78
7	4	3	200920916426	55.318	1	1	78
0	4	3	200920916823	55.318	1	1	78
7	4	3	200920916839	55.318	1	1	78
10	4	3	200920916839	55.318	1	1	78
21	4	3	200920917138	55.318	1	1	78
22	4	3	200920917138	55.318	1	1	78
24	4	3	200920917138	55.318	1	1	78
10	4	3	200920917316	55.318	1	1	78
0	4	3	200920917840	55.318	1	1	78
0	4	3	200920917840	55.318	2	1	78
0	4	3	200920917851	55.318	1	1	78
98	4	3	200920918035	55.318	1	1	78
10	4	3	200920918089	55.318	1	1	78
98	4	3	200920918089	55.318	1	1	78
7	4	3	200920918159	55.318	1	1	78
0	4	3	200920918188	55.318	1	1	78
29	4	3	200920918240	132.762	1	5	78
29	4	3	200920918240	132.762	2	5	78
7	4	3	200920918464	55.318	1	4	78
0	4	3	200920918526	55.318	1	3	78
2	4	3	200920918562	55.318	1	1	78
10	4	3	200920918562	55.318	1	1	78
98	4	3	200920918562	55.318	1	1	78
29	4	3	200920918608	55.318	1	1	78
7	4	3	200920918645	55.318	1	1	78
22	4	3	200920918646	55.318	1	1	78
7	4	3	200920918862	55.318	1	1	78
8	4	3	200920918862	55.318	1	1	78
22	4	3	200920918956	55.318	1	1	78
2	4	3	200920919183	55.318	1	2	78
10	4	3	200920919183	55.318	1	2	78
0	4	4	200920919281	331.906	1	2	78
22	4	3	200921013453	22.188	1	7	79
0	4	3	200921013461	22.188	1	7	79
7	3	2	200921213019	11.902	1	11	42
0	3	2	200921213040	4.166	1	2	42
0	3	2	200921213040	4.166	2	2	42
0	3	3	200921213101	16.665	1	1	42
7	3	3	200921213667	16.665	1	1	42
22	3	3	200921213771	16.665	1	1	42
10	3	3	200921214005	16.665	1	1	42
5	3	2	200921214144	11.902	1	11	42
0	3	1	200921214601	11.902	1	11	42
29	3	3	200921214648	16.665	1	4	42
98	3	3	200921214691	16.665	1	4	42
21	3	3	200921214828	16.665	1	1	42
21	3	3	200921214828	16.665	2	1	42
22	3	3	200921214896	22.362	1	10	42
7	3	3	200921214966	16.665	1	1	42
22	3	3	200921215200	16.665	1	1	42
22	3	3	200921215200	16.665	2	1	42
0	3	3	200921215231	16.665	1	1	42
0	3	3	200921215521	23.804	1	11	42
0	3	3	200921215590	16.665	1	4	42
0	3	3	200921215746	16.665	1	1	42
7	3	3	200921216083	16.665	1	1	42
0	3	3	200921216249	16.665	1	1	42
0	3	1	200921216320	4.166	1	2	42
0	3	1	200921216320	4.166	2	2	42
0	3	1	200921216320	4.166	3	2	42
22	3	3	200921216628	16.665	1	1	42
7	3	3	200921216635	16.665	1	1	42
5	3	3	200921216733	23.804	1	11	42
8	3	3	200921216830	16.665	1	4	42
29	3	3	200921216995	16.665	1	1	42
22	3	3	200921217079	16.665	1	2	42
0	3	3	200921217202	16.665	1	4	42
22	3	3	200921217413	16.665	1	1	42
98	3	3	200921217433	16.665	1	1	42
0	3	3	200921217769	16.665	1	4	42
29	3	3	200921218247	16.665	1	4	42
0	3	1	200921218398	4.166	1	1	42
0	3	3	200921218415	16.665	1	1	42
27	3	3	200921218430	16.665	1	1	42
5	3	3	200921218505	23.804	1	11	42
7	3	3	200921218505	23.804	1	11	42
21	3	3	200921218611	16.665	1	1	42
22	3	3	200921218765	16.665	1	4	42
0	3	3	200921218825	16.665	1	4	42
98	3	3	200921218890	16.665	1	1	42
29	3	3	200921218938	16.665	1	1	42
27	3	3	200921219032	16.665	1	1	42
22	3	3	200921219078	16.665	1	1	42
27	3	2	200921219214	4.166	1	2	42
21	3	3	200921219995	16.665	1	1	42
0	3	2	200921220249	4.166	1	1	42
0	3	2	200921220249	4.166	2	1	42
0	3	2	200921220249	4.166	3	1	42
22	3	3	200921220290	16.665	1	2	42
22	3	3	200921220319	16.665	1	4	42
0	3	3	200921220509	23.804	1	11	42
0	3	3	200921220555	16.665	1	1	42
0	3	3	200921220642	16.665	1	2	42
0	3	2	200921221193	4.166	1	1	42
22	3	3	200921221194	16.665	1	1	42
1	3	3	200921221232	16.665	1	1	42
10	3	3	200921221232	16.665	1	1	42
7	3	3	200921221850	16.665	1	1	42
0	3	3	200921221905	16.665	1	1	42
22	3	3	200921221959	16.665	1	4	42
0	3	3	200921222336	16.665	1	1	42
0	3	3	200921222481	16.665	1	2	42
22	3	3	200921222561	16.665	1	1	42
0	3	3	200921222609	16.665	1	1	42
0	3	3	200921222678	16.665	1	4	42
0	3	3	200921222935	16.665	1	2	42
27	3	3	200921223010	16.665	1	1	42
0	3	4	200921223198	308.299	1	3	42
98	3	3	200921223333	16.665	1	1	42
22	3	3	200921223610	16.665	1	2	42
5	3	4	200921223646	308.299	1	1	42
22	3	3	200921223650	16.665	1	1	42
99	3	3	200921223703	16.665	1	1	42
0	3	3	200921223874	34.715	1	1	61
0	3	1	200921223884	4.166	1	2	42
0	3	6	200921224095	141.651	1	1	42
22	3	3	200921224134	34.715	1	1	61
0	3	4	200921224196	312.432	1	1	61
0	3	3	200921224515	34.715	1	1	61
0	3	3	200921224518	34.715	1	1	61
22	3	3	200921224649	23.804	1	11	42
0	3	3	200921224888	34.715	1	1	61
0	3	6	200921224993	141.651	1	3	42
98	3	3	200921225000	16.665	1	3	42
10	3	3	200921225140	16.665	1	1	42
0	3	2	200921305463	19.605	1	1	47
0	3	2	200921305463	19.605	2	1	47
98	3	1	200921305556	19.605	1	1	47
10	4	3	200921315951	22.188	1	7	79
99	4	3	200921315988	22.188	1	7	79
7	4	3	200921316002	22.188	1	7	79
8	4	3	200921316002	22.188	1	7	79
7	4	3	200921316013	22.188	1	7	79
0	4	2	200922079046	2.404	1	5	81
1	4	3	200922079371	19.23	1	1	81
8	4	3	200922079602	16.827	1	5	81
0	4	3	200922080014	21.314	1	11	81
0	4	3	200922080032	16.827	1	4	81
0	4	3	200922080087	15.561	1	7	81
0	4	3	200922080087	15.561	2	7	81
0	4	3	200922080346	15.561	1	7	81
9	4	3	200922080763	19.23	1	1	81
29	4	3	200922081439	19.23	1	1	81
0	4	3	200922081687	15.561	1	7	81
0	4	3	200922082102	16.827	1	5	81
0	4	2	200922082156	2.404	1	3	81
0	4	3	200922082704	16.827	1	4	81
0	4	3	200922082956	12.019	1	10	81
0	4	3	200922083415	19.23	1	1	81
0	4	3	200922083515	12.019	1	10	81
0	4	3	200922083535	12.019	1	10	81
10	4	3	200922083601	16.827	1	3	81
21	4	3	200922083732	19.23	1	1	81
0	4	3	200922084432	19.23	1	1	81
21	4	3	200922084636	16.827	1	4	81
21	4	3	200922084966	16.827	1	4	81
0	4	3	200922085033	19.23	1	1	81
22	4	3	200922085143	15.561	1	7	81
0	4	4	200922086026	310.09	1	3	81
0	4	3	200922086158	19.23	1	1	81
22	4	3	200922086398	21.314	1	11	81
5	4	3	200922086446	19.23	1	1	81
7	4	3	200922086446	19.23	1	1	81
10	4	3	200922086446	19.23	1	1	81
7	4	3	200922086471	19.23	1	1	81
0	4	3	200922086557	16.827	1	4	81
0	4	3	200922086557	16.827	2	4	81
0	4	3	200922086657	15.561	1	7	81
0	4	2	200922086785	4.808	1	2	81
0	4	2	200922086785	4.808	2	2	81
0	4	2	200922086785	4.808	3	2	81
0	4	2	200922086785	4.808	4	2	81
0	4	2	200922086785	4.808	5	2	81
0	4	2	200922086785	4.808	6	2	81
98	4	4	200922086915	312.494	1	10	81
0	4	3	200922086916	12.019	1	10	81
7	4	3	200922086931	15.561	1	7	81
0	4	5	200922086939	67.306	1	2	81
0	4	3	200922087135	12.019	1	10	81
21	4	3	200922087137	12.019	1	10	81
29	4	3	200922087276	19.23	1	1	81
0	4	2	200922087423	4.808	1	2	81
0	4	3	200922087564	19.23	1	1	81
22	4	3	200922087664	15.561	1	7	81
22	4	3	200922088385	19.23	1	1	81
22	4	3	200922088566	19.23	1	1	81
24	4	3	200922088566	19.23	1	1	81
0	4	3	200922088677	15.561	1	7	81
22	4	3	200922088729	19.23	1	1	81
0	4	4	200922089158	307.686	1	1	81
25	4	3	200922090065	19.23	1	2	81
7	4	4	200922300129	311.904	1	1	82
8	4	4	200922300129	311.904	1	1	82
0	4	3	200922300153	16.416	1	1	82
0	4	3	200922300183	16.416	1	1	82
0	4	3	200922300291	16.416	1	1	82
22	4	3	200922300311	16.416	1	1	82
7	4	3	200922300317	16.416	1	1	82
0	4	3	200922300346	16.416	1	1	82
0	4	3	200922300681	16.416	1	1	82
0	4	2	200922300716	5.472	1	1	82
7	4	3	200922300996	16.416	1	1	82
10	4	3	200922300996	16.416	1	1	82
21	4	3	200922301022	16.416	1	1	82
98	4	3	200922301022	16.416	1	1	82
0	4	3	200922301056	16.416	1	1	82
0	4	3	200922301312	16.416	1	1	82
0	4	3	200922301319	16.416	1	1	82
0	4	3	200922301343	16.416	1	1	82
22	4	3	200922301360	16.416	1	1	82
6	4	3	200922301367	16.416	1	1	82
0	4	3	200922301565	16.416	1	1	82
0	4	3	200922301588	16.416	1	1	82
0	4	3	200922301839	16.416	1	1	82
0	4	3	200922301854	16.416	1	1	82
0	4	3	200922301870	16.416	1	1	82
21	4	3	200922301876	16.416	1	1	82
98	4	3	200922301888	16.416	1	1	82
0	4	3	200922302087	16.416	1	1	82
0	4	3	200922302103	16.416	1	1	82
0	4	4	200922302292	311.904	1	1	82
98	4	2	200922302324	5.472	1	1	82
21	4	3	200922302332	16.416	1	1	82
22	4	3	200922302332	16.416	1	1	82
0	4	3	200922302338	16.416	1	1	82
27	4	3	200922302356	16.416	1	1	82
0	4	3	200922302367	16.416	1	1	82
0	4	3	200922302392	16.416	1	1	82
0	4	3	200922302640	16.416	1	1	82
0	4	3	200922302646	16.416	1	1	82
5	4	3	200922302650	16.416	1	1	82
7	4	3	200922302650	16.416	1	1	82
0	4	3	200922302659	16.416	1	1	82
0	4	3	200922302938	16.416	1	1	82
0	4	3	200922302938	16.416	2	1	82
0	4	3	200922302938	16.416	3	1	82
0	4	3	200922302938	16.416	4	1	82
0	4	3	200922302956	16.416	1	1	82
0	4	3	200922303192	16.416	1	1	82
0	4	3	200922303413	16.416	1	1	82
0	4	3	200922303595	16.416	1	1	82
0	4	3	200922303608	16.416	1	1	82
0	4	3	200922303612	16.416	1	1	82
99	4	3	200922303748	16.416	1	1	82
7	4	3	200922303978	16.416	1	1	82
0	4	3	200922303984	16.416	1	1	82
7	4	3	200922303993	16.416	1	1	82
0	4	3	200922304003	16.416	1	1	82
1	4	3	200922304232	16.416	1	1	82
2	4	3	200922304232	16.416	1	1	82
7	4	3	200922304232	16.416	1	1	82
0	4	3	200922304266	16.416	1	1	82
0	4	3	200922304277	16.416	1	1	82
7	4	3	200922304501	16.416	1	1	82
98	4	3	200922304528	16.416	1	1	82
0	4	3	200922304537	16.416	1	1	82
10	4	3	200922304558	16.416	1	1	82
10	4	3	200922304905	16.416	1	1	82
0	4	3	200922304936	16.416	1	1	82
7	4	3	200922305047	16.416	1	1	82
8	4	3	200922305047	16.416	1	1	82
0	4	3	200922305065	16.416	1	1	82
98	4	3	200922305147	16.416	1	1	82
0	4	3	200922305437	16.416	1	1	82
0	4	3	200922305747	16.416	1	1	82
0	4	3	200922305759	16.416	1	1	82
7	4	3	200922305780	16.416	1	1	82
10	4	3	200922305937	16.416	1	1	82
0	4	3	200922305945	16.416	1	1	82
0	4	3	200922306040	16.416	1	1	82
0	4	3	200922306226	16.416	1	1	82
22	4	3	200922306468	16.416	1	1	82
0	4	3	200922306483	16.416	1	1	82
0	4	4	200922306714	311.904	1	1	82
21	4	3	200922306816	16.416	1	1	82
0	4	3	200922306875	16.416	1	1	82
0	4	3	200922306881	16.416	1	1	82
7	4	3	200922307115	16.416	1	1	82
8	4	3	200922307115	16.416	1	1	82
0	4	3	200922307129	16.416	1	1	82
0	4	3	200922307129	16.416	2	1	82
0	4	3	200922307186	16.416	1	1	82
7	4	4	200922307248	311.904	1	1	82
98	4	3	200922307401	16.416	1	1	82
99	4	3	200922307427	16.416	1	1	82
0	4	3	200922307444	16.416	1	1	82
98	4	3	200922307458	16.416	1	1	82
21	4	3	200922307748	16.416	1	1	82
22	4	3	200922307748	16.416	1	1	82
0	4	3	200922308022	16.416	1	1	82
0	4	3	200922308029	16.416	1	1	82
0	4	3	200922308058	16.416	1	1	82
7	4	3	200922308068	16.416	1	1	82
0	4	3	200922308315	16.416	1	1	82
22	4	3	200922308371	16.416	1	1	82
22	4	3	200922308619	16.416	1	1	82
98	4	3	200922308619	16.416	1	1	82
0	4	3	200922308632	16.416	1	1	82
22	4	3	200922308660	16.416	1	1	82
29	4	3	200922308660	16.416	1	1	82
0	4	3	200922308892	16.416	1	1	82
0	4	3	200922309054	16.416	1	1	82
0	4	3	200922309076	16.416	1	1	82
22	4	3	200922309094	16.416	1	1	82
0	4	2	200922309112	5.472	1	1	82
99	4	2	200922309115	5.472	1	1	82
0	4	3	200922309296	16.416	1	1	82
21	4	3	200922309326	16.416	1	1	82
0	4	3	200922309492	16.416	1	1	82
22	4	3	200922309536	16.416	1	1	82
0	4	3	200922309556	16.416	1	1	82
0	4	2	200922309664	5.472	1	2	82
22	4	3	200922309773	16.416	1	1	82
0	4	1	200922309916	5.472	1	1	82
0	4	1	200922309916	5.472	2	1	82
21	4	3	200922396376	16.416	1	1	82
98	4	2	200922396533	5.472	1	1	82
0	4	3	200922396537	16.416	1	1	82
22	4	3	200922396637	16.416	1	1	82
22	4	3	200922396670	16.416	1	1	82
0	4	2	200922396678	5.472	1	1	82
0	4	4	200922396766	311.904	1	1	82
0	4	3	200922396818	16.416	1	1	82
1	4	4	200922397031	311.904	1	1	82
2	4	4	200922397031	311.904	1	1	82
98	4	3	200922397101	16.416	1	1	82
0	4	3	200922397122	16.416	1	1	82
0	4	4	200922397200	311.904	1	1	82
99	4	3	200922397317	16.416	1	1	82
0	4	3	200922397338	16.416	1	1	82
1	4	3	200922397345	16.416	1	1	82
2	4	3	200922397345	16.416	1	1	82
10	4	3	200922397364	16.416	1	1	82
98	4	3	200922397364	16.416	1	1	82
0	4	4	200922397466	311.904	1	1	82
0	4	3	200922397709	16.416	1	1	82
0	4	3	200922397745	16.416	1	1	82
0	4	3	200922397938	16.416	1	1	82
0	4	3	200922398160	16.416	1	1	82
0	4	3	200922398160	16.416	2	1	82
0	4	3	200922398195	16.416	1	1	82
99	4	3	200922398226	16.416	1	1	82
0	4	3	200922398375	16.416	1	1	82
0	4	3	200922398411	16.416	1	1	82
0	4	4	200922398467	311.904	1	1	82
0	4	4	200922398467	311.904	2	1	82
7	4	3	200922398685	16.416	1	1	82
8	4	3	200922398685	16.416	1	1	82
1	4	3	200922398694	16.416	1	1	82
2	4	3	200922398694	16.416	1	1	82
0	4	3	200922398851	16.416	1	1	82
0	4	2	200922398857	5.472	1	1	82
0	4	3	200922398882	16.416	1	1	82
21	4	3	200922399297	16.416	1	1	82
0	4	3	200922399320	16.416	1	1	82
0	4	3	200922399614	16.416	1	1	82
98	4	3	200922399676	16.416	1	1	82
0	4	3	200922399899	16.416	1	1	82
21	4	3	200922399903	16.416	1	1	82
22	4	3	200922399903	16.416	1	1	82
0	4	3	200922399932	16.416	1	1	82
0	4	3	200922399951	16.416	1	1	82
0	4	3	200922399951	16.416	2	1	82
0	3	2	200923912042	4.602	1	1	50
21	3	3	200923912282	18.408	1	5	50
22	3	3	200923912282	18.408	1	5	50
21	3	3	200923912296	18.408	1	2	50
22	3	3	200923912296	18.408	1	2	50
22	3	3	200923912950	18.408	1	2	50
7	3	3	200923913136	18.408	1	1	50
22	3	3	200923913206	18.408	1	4	50
29	3	3	200923913253	38.197	1	10	50
22	3	3	200923913330	18.408	1	5	50
7	3	3	200923913390	18.408	1	2	50
98	3	3	200923913780	18.408	1	1	50
21	3	3	200923914109	18.408	1	1	50
7	3	3	200923914541	18.408	1	2	50
10	3	3	200923914541	18.408	1	2	50
0	3	3	200923914574	18.408	1	1	50
9	3	3	200923914709	13.677	1	7	50
7	3	3	200923915319	18.408	1	2	50
7	3	3	200923915417	18.408	1	5	50
25	3	3	200923915907	38.197	1	10	50
7	3	3	200923916973	18.408	1	3	50
7	3	3	200923917018	13.677	1	7	50
8	3	3	200923917018	13.677	1	7	50
0	3	3	200923917031	18.408	1	2	50
7	3	3	200923917202	18.408	1	5	50
8	3	3	200923917202	18.408	1	5	50
10	3	2	200923917273	4.602	1	1	50
10	3	3	200923917364	18.408	1	2	50
22	3	3	200923917401	13.677	1	7	50
29	3	3	200923917449	18.408	1	4	50
0	3	2	200923917476	4.602	1	4	50
0	3	2	200923917476	4.602	2	4	50
98	3	3	200923917557	18.408	1	5	50
21	3	3	200923917614	18.408	1	5	50
22	3	3	200923917614	18.408	1	5	50
22	3	3	200923917705	18.408	1	2	50
7	3	3	200923917746	18.408	1	1	50
10	3	3	200923917746	18.408	1	1	50
98	3	3	200923917746	18.408	1	1	50
4	3	3	200923917918	18.408	1	4	50
0	3	3	200923918048	13.677	1	7	50
7	3	3	200923918135	18.408	1	3	50
7	3	3	200923918300	18.408	1	4	50
10	3	3	200923918300	18.408	1	4	50
5	3	3	200923918392	18.408	1	2	50
7	3	3	200923918392	18.408	1	2	50
0	3	3	200923918610	18.408	1	5	50
0	3	3	200923919031	18.408	1	2	50
99	3	3	200923919271	13.677	1	7	50
24	3	3	200923919493	18.408	1	2	50
21	3	3	200923919625	18.408	1	5	50
22	3	3	200923919625	18.408	1	5	50
0	3	3	200923919715	18.408	1	1	50
22	3	3	200923919744	18.408	1	1	50
0	3	2	200923919764	4.602	1	4	50
0	3	2	200923919764	4.602	2	4	50
21	3	3	200923919974	13.677	1	7	50
22	3	3	200923919974	13.677	1	7	50
0	3	3	200923919982	13.677	1	7	50
0	3	1	200923920008	4.602	1	1	50
21	3	3	200923920123	13.677	1	7	50
22	3	3	200923920123	13.677	1	7	50
21	3	3	200923920907	18.408	1	2	50
21	3	3	200923921111	18.408	1	3	50
21	3	3	200923921377	18.408	1	3	50
22	3	3	200923921377	18.408	1	3	50
22	3	3	200923921521	18.408	1	4	50
22	4	3	200924800174	16.15	1	3	75
98	4	3	200924800246	16.15	1	3	75
7	4	3	200924800282	16.15	1	3	75
0	4	3	200924800414	16.15	1	3	75
10	4	3	200924800426	16.15	1	3	75
5	4	3	200924800510	16.15	1	3	75
21	4	3	200924800619	16.15	1	3	75
22	4	3	200924800619	16.15	1	3	75
10	4	3	200924800808	16.15	1	4	75
0	4	3	200924800833	16.15	1	3	75
0	4	3	200924800882	16.15	1	4	75
0	4	3	200924800894	16.15	1	3	75
0	4	5	200924800902	64.602	1	3	75
0	4	5	200924800902	64.602	2	3	75
0	4	5	200924800902	64.602	3	3	75
0	4	5	200924800902	64.602	4	3	75
0	4	5	200924800902	64.602	5	3	75
0	4	5	200924800902	64.602	6	3	75
0	4	5	200924800902	64.602	7	3	75
0	4	5	200924800902	64.602	8	3	75
0	4	4	200924800909	306.858	1	3	75
21	4	3	200924800965	16.15	1	3	75
0	4	4	200924800988	306.858	1	4	75
0	4	4	200924800988	306.858	2	4	75
22	4	3	200924801040	14.067	1	5	75
0	4	3	200924801089	14.067	1	5	75
7	4	3	200924900132	16.15	1	3	75
28	4	3	200924900222	16.15	1	2	75
0	4	3	200924900346	16.15	1	4	75
10	4	3	200924900728	16.15	1	4	75
0	4	2	200924901057	8.075	1	1	75
0	4	3	200924901318	16.15	1	4	75
0	4	6	200924901386	137.278	1	4	75
0	4	3	200925100166	22.188	1	7	79
98	4	3	200925100273	22.188	1	7	79
0	4	3	200925100291	22.188	1	7	79
0	4	3	200925100432	22.188	1	7	79
99	4	3	200925100458	22.188	1	7	79
0	4	2	200925100640	11.094	1	7	79
21	4	3	200925100647	22.188	1	7	79
22	4	3	200925100647	22.188	1	7	79
0	4	3	200925100710	22.188	1	7	79
0	4	5	200925100717	66.564	1	7	79
7	4	3	200925100725	22.188	1	7	79
10	4	3	200925100725	22.188	1	7	79
7	4	3	200925100800	22.188	1	7	79
0	4	3	200925100970	22.188	1	7	79
0	4	3	200925100995	22.188	1	7	79
0	4	3	200925101018	22.188	1	7	79
21	4	3	200925101214	22.188	1	7	79
21	4	3	200925101627	22.188	1	7	79
22	4	3	200925101627	22.188	1	7	79
0	4	3	200925101997	22.188	1	7	79
1	4	3	200925102523	22.188	1	7	79
2	4	3	200925102523	22.188	1	7	79
98	4	3	200925102523	22.188	1	7	79
7	4	3	200925102543	22.188	1	7	79
8	4	3	200925102543	22.188	1	7	79
0	4	4	200925102556	310.632	1	7	79
7	4	3	200925102782	22.188	1	7	79
22	4	3	200925102932	22.188	1	7	79
0	4	3	200925103108	22.188	1	7	79
10	4	3	200925103335	22.188	1	7	79
0	4	5	200925103359	66.564	1	7	79
29	4	1	200925103399	1.664	1	2	79
0	4	3	200925103518	22.188	1	7	79
10	4	3	200925103555	22.188	1	7	79
10	4	3	200925103555	22.188	2	7	79
0	4	3	200925103572	22.188	1	7	79
0	4	3	200925103787	22.188	1	7	79
0	4	3	200925103787	22.188	2	7	79
0	4	3	200925103980	22.188	1	7	79
0	4	3	200925103980	22.188	2	7	79
7	4	6	200925104019	144.222	1	7	79
0	4	6	200925104580	144.222	1	7	79
5	4	3	200925104586	22.188	1	7	79
22	4	3	200925104881	22.188	1	7	79
10	4	3	200925104889	22.188	1	7	79
98	4	3	200925104904	22.188	1	7	79
10	4	3	200925104912	22.188	1	7	79
0	4	3	200925105200	22.188	1	7	79
10	4	3	200925105410	22.188	1	7	79
98	4	3	200925105410	22.188	1	7	79
21	4	3	200925105677	22.188	1	7	79
22	4	3	200925105677	22.188	1	7	79
21	4	3	200925106025	22.188	1	7	79
22	4	3	200925106025	22.188	1	7	79
0	4	3	200925106209	22.188	1	7	79
22	4	3	200925106234	22.188	1	7	79
7	4	3	200925106269	22.188	1	7	79
10	4	3	200925106269	22.188	1	7	79
0	4	4	200925106281	310.632	1	7	79
0	4	3	200925106456	22.188	1	7	79
0	4	3	200925106519	22.188	1	7	79
0	4	3	200925106522	22.188	1	7	79
0	4	3	200925106522	22.188	2	7	79
0	4	3	200925106686	22.188	1	7	79
21	4	3	200925106693	22.188	1	7	79
7	4	3	200925106715	22.188	1	7	79
8	4	3	200925106715	22.188	1	7	79
10	4	3	200925106715	22.188	1	7	79
21	4	3	200925106728	22.188	1	7	79
5	4	3	200925106963	22.188	1	7	79
7	4	3	200925106963	22.188	1	7	79
0	4	3	200925106987	22.188	1	7	79
0	4	3	200925107082	22.188	1	7	79
0	4	1	200925107156	1.664	1	2	79
98	4	3	200925107347	22.188	1	7	79
0	4	3	200925107392	22.188	1	7	79
0	4	3	200925107392	22.188	2	7	79
0	4	1	200925107598	11.094	1	7	79
0	4	1	200925107598	11.094	2	7	79
0	4	1	200925107598	11.094	3	7	79
0	4	1	200925107598	11.094	4	7	79
0	4	3	200925107608	22.188	1	7	79
21	4	3	200925107664	22.188	1	7	79
22	4	3	200925107796	22.188	1	7	79
5	4	3	200925107842	22.188	1	7	79
0	4	3	200925107854	22.188	1	7	79
10	4	3	200925107861	22.188	1	7	79
10	4	3	200925107879	22.188	1	7	79
99	4	3	200925107890	22.188	1	7	79
29	4	3	200925108189	22.188	1	7	79
10	4	3	200925108499	22.188	1	7	79
0	4	3	200925108533	22.188	1	7	79
